category,joined,brand,product,shade,shade_description,shade_description_original,img_url,discontinued,clean,bipoc-founded,skin_tones_1,skin_tones_2,undertones_1,finish_1,finish_2,finish_3,descriptor_1,descriptor_2,intensity_1,intensity_2,intensity_3,muted_1,muted_2,shimmer_1,shimmer_2,shimmer_3,adaptive
lipliner,haus labs by lady gaga rip lip liner myth,haus labs by lady gaga,rip lip liner,myth,mauve,midtone neutral mauve,,,,,,,neutral,,,,,,midtone,,,,,,,,
lipliner,jaclyn cosmetics poutspoken lip liner caramel latte,jaclyn cosmetics,poutspoken lip liner,caramel latte,rose mauve,dusty rose mauve,https://m.media-amazon.com/images/W/MEDIAX_849526-T2/images/I/31qsJEbvH3L.jpg,,,,,,,,,,,,,,,dusty,,,,,
lipliner,jeffree star cosmetics velour lip liner androgyny,jeffree star cosmetics,velour lip liner,androgyny,plum mauve,plum mauve with a matte finish,,,,,,,,matte,,,,,,,,,,,,,
lipliner,jones road beauty the lip pencil mauve,jones road beauty,the lip pencil,mauve,mauve,pale mauve,,,TRUE,,,,,,,,,,pale,,,,,,,,
lipliner,kosas hotliner hyaluronic acid contouring lip liner beyond,kosas,hotliner hyaluronic acid contouring lip liner,beyond,rose mauve,cool rosy mauve,https://www.refinery29.com/images/8960839.jpg?format=webp&width=NaN&height=NaN&quality=85,,TRUE,TRUE,,,cool,,,,,,,,,,,,,,
lipliner,kylie cosmetics precision pout lip liner comes naturally,kylie cosmetics,precision pout lip liner,comes naturally,mauve,soft mauve,https://kyliecosmetics.com/cdn/shop/files/KJC_LLPRP_23_Cappuccino_Swatch_800x.jpg?v=1701816848,,,,,,,,,,,,soft,,,,,,,,
lipliner,laura mercier lip pencil chestnut,laura mercier,lip pencil,chestnut,brown mauve,neutral brown mauve,,,,,,,neutral,,,,,,,,,,,,,,
lipliner,laura mercier longwear lip liner plumberry,laura mercier,longwear lip liner,plumberry,mauve,mauve,https://www.sephora.com/productimages/sku/s2216539-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipliner,laura mercier longwear lip liner rich mauve,laura mercier,longwear lip liner,rich mauve,mauve,dirty mauve,https://www.sephora.com/productimages/sku/s2216570-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,dirty,,,,,
lipliner,lawless forget the filler definer lip liner desert mauve,lawless,forget the filler definer lip liner,desert mauve,mauve,warm mauve,,,TRUE,,,,warm,,,,,,,,,,,,,,
lipliner,lime crime velvetines lip liner chiffon,lime crime,velvetines lip liner,chiffon,rose mauve,rosy mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,lorac alter ego lip liner goddess,lorac,alter ego lip liner,goddess,mauve,mauve,https://us.lisaeldridge.com/cdn/shop/products/SL_SWATCH_723031b1-0450-4364-8d01-a757c7536115_800x_crop_top.jpg?v=1707492372,,,,,,,,,,,,,,,,,,,,
lipliner,lys beauty speak love lip liner pencil driven,lys beauty,speak love lip liner pencil,driven,terracotta mauve,terracotta mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipliner,mac cosmetics lip pencil dervish,mac cosmetics,lip pencil,dervish,pink mauve,pinky-mauve,https://www.maccosmetics.com/media/export/cms/products/640x600/mac_sku_S4W907_640x600_0.jpg,,,,,,,,,,,,,,,,,,,,
lipliner,makeup by mario ultra suede sculpting lip pencil kevin,makeup by mario,ultra suede sculpting lip pencil,kevin,pink mauve,pinky mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,makeup by mario ultra suede sculpting lip pencil lauren,makeup by mario,ultra suede sculpting lip pencil,lauren,mauve,rich mauve,,,,,,,,,,,,,rich,,,,,,,,
lipliner,makeup by mario ultra suede sculpting lip pencil rich mauve,makeup by mario,ultra suede sculpting lip pencil,rich mauve,mauve,spiced mauve,,,,,,,,,,,spiced,,,,,,,,,,
lipliner,makeup revolution renaissance lipliner takeover,makeup revolution,renaissance lipliner,takeover,mauve,soft mauve,https://www.revolutionbeauty.com/dw/image/v2/BCZJ_PRD/on/demandware.static/-/Sites-revbe-master-catalog/default/dw43bd42cd/images/hi-res/20676_1.jpg?sw=660&sh=660&sm=fit&strip=false,,,,,,,,,,,,soft,,,,,,,,
lipliner,mented cosmetics lip liner dusk,mented cosmetics,lip liner,dusk,rose mauve,rose mauve,"https://images.ulta.com/is/image/Ulta/2579330?id=VxQa23&fmt=jpg&fit=constrain,1&wid=27&hei=362&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,,,,,,
lipliner,morphe color pencil foolish,morphe,color pencil,foolish,rose mauve,rosy mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,morphe color pencil zippy,morphe,color pencil,zippy,mauve,cool mauve,,,,,,,cool,,,,,,,,,,,,,,
lipliner,morphe soulmatte filling gel lip liner whipped,morphe,soulmatte filling gel lip liner,whipped,mauve,muted mauve,,,,,,,,,,,,,,,,muted,,,,,
lipliner,nars precision lip liner cap-d'ail,nars,precision lip liner,cap-d'ail,mauve,dusty mauve,,,,,,,,,,,,,,,,dusty,,,,,
lipliner,nars velvet matte lip pencil sex machine,nars,velvet matte lip pencil,sex machine,pink mauve,pink mauve,"https://images.ulta.com/is/image/Ulta/2539024?id=nGFaK3&fmt=jpg&fit=constrain,1&wid=43&hei=358&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipliner,natasha denona i need a nude lip liner np3 julia,natasha denona,i need a nude lip liner,np3 julia,mauve,medium-dark mauve,,,,,,,,,,,,,medium,dark,,,,,,,
lipliner,nyx professional makeup slim lip pencil 831 mauve,nyx professional makeup,slim lip pencil,831 mauve,mauve,mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipliner,nyx professional makeup suede matte lip liner velvet soft vegan pencil cannes,nyx professional makeup,suede matte lip liner velvet soft vegan pencil,cannes,mauve,matte muted mauve,,,,TRUE,,,,matte,,,,,,,,muted,,,,,
lipliner,one/size by patrick starrr lip snatcher waterproof precision lip liner outta line,one/size by patrick starrr,lip snatcher waterproof precision lip liner,outta line,mauve,soft matte mauve,,,,TRUE,,,,matte,,,,,soft,,,,,,,,
lipliner,one/size by patrick starrr lip snatcher waterproof precision lip liner pink remix,one/size by patrick starrr,lip snatcher waterproof precision lip liner,pink remix,pink mauve,soft matte pink mauve,,,,TRUE,,,,matte,,,,,soft,,,,,,,,
lipliner,persona lip liner dusk,persona,lip liner,dusk,rose mauve,rose mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,rare beauty by selena gomez kind words lip liner fun,rare beauty by selena gomez,kind words lip liner,fun,mauve,neutral mauve,,,,TRUE,,,neutral,,,,,,,,,,,,,,
lipliner,rare beauty by selena gomez kind words lip liner humble,rare beauty by selena gomez,kind words lip liner,humble,rose mauve,rose mauve,,,,TRUE,,,,,,,,,,,,,,,,,
lipliner,rare beauty by selena gomez kind words lip liner worthy,rare beauty by selena gomez,kind words lip liner,worthy,mauve,muted mauve,,,,TRUE,,,,,,,,,,,,muted,,,,,
lipliner,realher retractable lip liner i am precious,realher,retractable lip liner,i am precious,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,rokael beauty redefined lip shader exalted,rokael beauty,redefined lip shader,exalted,mauve,cool mauve,,,,,,,cool,,,,,,,,,,,,,,
lipliner,rokael beauty redefined lip shader lifted up,rokael beauty,redefined lip shader,lifted up,mauve,deep cool mauve,,,,,,,cool,,,,,,deep,,,,,,,,
lipliner,sacheu beauty lip liner stay-in 02 muah-ve,sacheu beauty,lip liner stay-in,02 muah-ve,mauve,neutral mauve,,,,TRUE,,,neutral,,,,,,,,,,,,,,
lipliner,sephora collection rouge gel lip liner 08 cashmere pink,sephora collection,rouge gel lip liner,08 cashmere pink,pink mauve,matte pink mauve,https://www.sephora.com/productimages/sku/s1691328-main-zoom.jpg?imwidth=48,,,,,,,matte,,,,,,,,,,,,,
lipliner,shiseido lipliner ink duo mauve 03,shiseido,lipliner ink duo,mauve 03,rose mauve,rosy mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,smashbox be legendary line & prime pencil deep mauve,smashbox,be legendary line & prime pencil,deep mauve,mauve,deep mauve,https://www.sephora.com/productimages/sku/s1974823-main-zoom.jpg?imwidth=48,,,,,,,,,,,,deep,,,,,,,,
lipliner,tarte tarteist lip crayon latergram,tarte,tarteist lip crayon,latergram,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,thrive causemetics lip filler long-wearing + plumping lip liner ghizlan,thrive causemetics,lip filler long-wearing + plumping lip liner,ghizlan,plum mauve,plum mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,thrive causemetics lip filler long-wearing + plumping lip liner jo,thrive causemetics,lip filler long-wearing + plumping lip liner,jo,pink mauve,pink mauve,,,,,,,,,,,,,,,,,,,,,
lipliner,ulta automatic lip liner rosewood,ulta,automatic lip liner,rosewood,mauve,muted mauve matte,"https://images.ulta.com/is/image/Ulta/2511346?id=Or-aJ1&fmt=jpg&fit=constrain,1&wid=23&hei=360&op_sharpen=1&resMode=bilin",,,,,,,matte,,,,,,,,muted,,,,,
lipliner,ulta automatic lip liner shimmering mauve,ulta,automatic lip liner,shimmering mauve,pink mauve,pink mauve shimmer,"https://images.ulta.com/is/image/Ulta/2296416?id=I0Eap3&fmt=jpg&fit=constrain,1&wid=23&hei=355&op_sharpen=1&resMode=bilin",,,,,,,shimmer,,,,,,,,,,,,,
lipliner,ulta too cheeky lip & cheek color stick spicy,ulta,too cheeky lip & cheek color stick,spicy,mauve,mauve w/slight shimmer,"https://images.ulta.com/is/image/Ulta/2556118?id=RCcbr1&fmt=jpg&fit=constrain,1&wid=260&hei=274&op_sharpen=1&resMode=bilin",,,,,,,shimmer,,,,,,,,,,slight,,,
lipliner,urban decay 24/7 glide-on lip pencil rush,urban decay,24/7 glide-on lip pencil,rush,pink mauve,pink-mauve w/ soft pearl,https://www.sephora.com/productimages/sku/s1105105-main-zoom.jpg?imwidth=48,,,,,,,,,,,,soft,,,,,pearl,,,
lipliner,vasanti cosmetics lipline extreme lip pencil mauvenberry,vasanti cosmetics,lipline extreme lip pencil,mauvenberry,mauve,neutral brick mauve,https://www.sephora.com/productimages/sku/s1498641-main-zoom.jpg?imwidth=1224,,,TRUE,,,neutral,,,,brick,,,,,,,,,,
lipliner,victoria beckham beauty lip definer no. 03,victoria beckham beauty,lip definer,no. 03,pink mauve,pink mauve for light to medium lip tones,,,,,light to medium,,,,,,perfect,,,,,,,,,,
lipliner,wander beauty lipsetter dual lipstick and liner on the mauve,wander beauty,lipsetter dual lipstick and liner,on the mauve,mauve,true mauve,https://m.media-amazon.com/images/I/611zD5P5xrL._SL1500_.jpg,,,TRUE,,,,,,,true,,,,,,,,,,
lipliner,wayne goss the essential lip pencil sepia,wayne goss,the essential lip pencil,sepia,brown mauve,deep brown mauve,,,,,,,,,,,,,deep,,,,,,,,
lipliner,zoeva graphic lips pencil earthbound,zoeva,graphic lips pencil,earthbound,purple mauve,dusty purple mauve,"https://images.ulta.com/is/image/Ulta/2553912?id=NFGar2&fmt=jpg&fit=constrain,1&wid=25&hei=354&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,dusty,,,,,
lipstick,100% pure fruit pigmented cocoa butter matte lipstick plume pink,100% pure,fruit pigmented cocoa butter matte lipstick,plume pink,nude pink mauve,nude pink mauve,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
lipstick,100% pure fruit pigmented pomegranate oil anti-aging lipstick foxglove,100% pure,fruit pigmented pomegranate oil anti-aging lipstick,foxglove,berry pink mauve,berry pink mauve,,,TRUE,TRUE,,,,,,,,,,,,,,,,,
lipstick,about-face paint-it matte lip color last goodnight,about-face,paint-it matte lip color,last goodnight,mauve,matte mauve,,,,,,,,matte,,,,,,,,,,,,,
lipstick,about-face paint-it matte lip color not your baby,about-face,paint-it matte lip color,not your baby,mauve,matte soft mauve,https://aboutface.com/cdn/shop/products/NotYourBaby.png?v=1672950096&width=1280,,,,,,,matte,,,,,soft,,,,,,,,
lipstick,anastasia beverly hills liquid lipstick dusty rose,anastasia beverly hills,liquid lipstick,dusty rose,nude mauve,"nude mauve, matte finish","https://images.ulta.com/is/image/Ulta/2300404?id=nygaT2&fmt=jpg&fit=constrain,1&wid=122&hei=361&op_sharpen=1&resMode=bilin",,,,,,,matte,,,,,,,,,,,,,
lipstick,anastasia beverly hills liquid lipstick jealousy,anastasia beverly hills,liquid lipstick,jealousy,mauve,muted mauve,"https://images.ulta.com/is/image/Ulta/2535273?id=4Svab2&fmt=jpg&fit=constrain,1&wid=169&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,muted,,,,,
lipstick,anastasia beverly hills liquid lipstick poet,anastasia beverly hills,liquid lipstick,poet,mauve,dusty mauve,"https://images.ulta.com/is/image/Ulta/2523803?id=3snaF0&fmt=jpg&fit=constrain,1&wid=121&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,dusty,,,,,
lipstick,anastasia beverly hills liquid lipstick veronica,anastasia beverly hills,liquid lipstick,veronica,taupe mauve,"taupe mauve, matte finish","https://images.ulta.com/is/image/Ulta/2300575?id=JtraJ3&fmt=jpg&fit=constrain,1&wid=122&hei=361&op_sharpen=1&resMode=bilin",,,,,,,matte,,,,,,,,,,,,,
lipstick,ardell matte whipped lipstick unsafe & wicked,ardell,matte whipped lipstick,unsafe & wicked,mauve,dusty mauve,"https://images.ulta.com/is/image/Ulta/2528801?id=yF-ax0&fmt=jpg&fit=constrain,1&wid=168&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,dusty,,,,,
lipstick,ardell vinyl vixen lip lacquer lover,ardell,vinyl vixen lip lacquer,lover,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2546459?id=go6bB3&fmt=jpg&fit=constrain,1&wid=198&hei=360&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,armani beauty lip maestro liquid matte lipstick 104 riolto,armani beauty,lip maestro liquid matte lipstick,104 riolto,beige mauve,beige mauve,https://www.sephora.com/productimages/sku/s2379501-main-zoom.jpg?imwidth=1000,,,,,,,,,,,,,,,,,,,,
lipstick,armani beauty lip maestro liquid matte lipstick 110 bronzed,armani beauty,lip maestro liquid matte lipstick,110 bronzed,mauve,luminous mauve,,,,,,,,luminous,,,,,,,,,,,,,
lipstick,armani beauty lip maestro liquid matte lipstick 212 mistero,armani beauty,lip maestro liquid matte lipstick,212 mistero,brown mauve,brown mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/NNgUBhmYFotdvwHLmzbc.webp,,,,,,,,,,,,,,,,,,,,
lipstick,armani beauty lip power long lasting satin lipstick 102 romanza,armani beauty,lip power long lasting satin lipstick,102 romanza,beige mauve,soft beige mauve,https://www.giorgioarmanibeauty-usa.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-gab-master-catalog/default/dw7f864f35/products/A2374/TEXTURE-SWATCHES/GA_2022_Lip-Power_102_TXU_3614272649309_RVB-4000.jpg?sw=465&sh=400&sm=cut&sfrm=jpeg&q=85,,,,,,,,,,,,soft,,,,,,,,
lipstick,armani beauty lip power long lasting satin lipstick 104 selfless,armani beauty,lip power long lasting satin lipstick,104 selfless,beige mauve,medium beige mauve,,,,,,,,,,,,,medium,,,,,,,,
lipstick,bareminerals gen nude matte liquid lipcolor juju,bareminerals,gen nude matte liquid lipcolor,juju,rose mauve,deep rosy mauve,"https://images.ulta.com/is/image/Ulta/2303744?id=KIXa81&fmt=jpg&fit=constrain,1&wid=66&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,deep,,,,,,,,
lipstick,bareminerals gen nude matte liquid lipcolor slay,bareminerals,gen nude matte liquid lipcolor,slay,mauve,dusty light mauve,"https://images.ulta.com/is/image/Ulta/2303741?id=59Oa_0&fmt=jpg&fit=constrain,1&wid=66&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,light,,,dusty,,,,,
lipstick,bareminerals gen nude matte liquid lipcolor swag,bareminerals,gen nude matte liquid lipcolor,swag,mauve,blushing mauve,"https://images.ulta.com/is/image/Ulta/2303742?id=oR1a12&fmt=jpg&fit=constrain,1&wid=65&hei=357&op_sharpen=1&resMode=bilin",,,,,,,,,,blushing,,,,,,,,,,
lipstick,bareminerals mineralist hydra-smoothing lipstick focus,bareminerals,mineralist hydra-smoothing lipstick,focus,mauve,muted mauve,"https://images.ulta.com/is/image/Ulta/2561054?id=-d8bt2&fmt=jpg&fit=constrain,1&wid=204&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,muted,,,,,
lipstick,bareminerals mineralist hydra-smoothing lipstick presence,bareminerals,mineralist hydra-smoothing lipstick,presence,mauve,antique mauve,"https://images.ulta.com/is/image/Ulta/2561070?id=KJZaW3&fmt=jpg&fit=constrain,1&wid=204&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,antique,,,,,,,,,,
lipstick,bareminerals mineralist lasting matte liquid lipstick influential,bareminerals,mineralist lasting matte liquid lipstick,influential,mauve,blushing mauve,,,,,,,,,,,blushing,,,,,,,,,,
lipstick,beauty bakerie liquid creme lipstick bubble wrap,beauty bakerie,liquid creme lipstick,bubble wrap,mauve,deep mauve,,,,TRUE,,,,,,,,,deep,,,,,,,,
lipstick,bellapierre cosmetics kiss proof lip crème muddy rose,bellapierre cosmetics,kiss proof lip crème,muddy rose,chestnut mauve,chestnut mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,bellapierre cosmetics kiss proof lip crème rose petal,bellapierre cosmetics,kiss proof lip crème,rose petal,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,bite beauty power move creamy matte lip crayon glace,bite beauty,power move creamy matte lip crayon,glace,mauve,dusty mauve,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/xJTS2nQmDPn7m1uvUili/pub/MrgFDQkOtqeP5wvVkt0G.webp,,TRUE,,,,,,,,,,,,,dusty,,,,,
lipstick,bite beauty power move creamy matte lip crayon nonino,bite beauty,power move creamy matte lip crayon,nonino,rose mauve,rosy mauve,,,TRUE,,,,,,,,,,,,,,,,,,
lipstick,bite beauty power move hydrating soft matte lipstick pluot,bite beauty,power move hydrating soft matte lipstick,pluot,mauve,dusty mauve,,,TRUE,,,,,,,,,,,,,dusty,,,,,
lipstick,blk/opl liquid matte lipstick chic mauve,blk/opl,liquid matte lipstick,chic mauve,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2578433?id=a0Ia51&fmt=jpg&fit=constrain,1&wid=59&hei=361&op_sharpen=1&resMode=bilin",,,TRUE,,,,,,,,,,,,,,,,,
lipstick,bobbi brown crushed lip color telluride,bobbi brown,crushed lip color,telluride,mauve,deeper mauve,https://www.sephora.com/productimages/sku/s1972116-main-zoom.jpg?imwidth=48,,,,,,,,,,,,deep,,,,,,,,
lipstick,bobbi brown luxe matte lipstick claret,bobbi brown,luxe matte lipstick,claret,rose mauve,rosy mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,bodyography lip vapour moonlit mauve,bodyography,lip vapour,moonlit mauve,mauve,mauve - shimmer,https://cdn.shopify.com/s/files/1/0009/6623/0076/products/LipVapour_MoonlitMauve_Swatch_web_compact.jpg?v=1606243526,,,,,,,shimmer,,,,,,,,,,,,,
lipstick,bodyography lipstick catfight,bodyography,lipstick,catfight,nude mauve,matte finish-nude mauve,"https://images.ulta.com/is/image/Ulta/2546776?id=s0obk0&fmt=jpg&fit=constrain,1&wid=86&hei=362&op_sharpen=1&resMode=bilin",,,,,,,matte,,,,,,,,,,,,,
lipstick,bodyography lipstick hot kiss,bodyography,lipstick,hot kiss,mauve,matte finish-dusty mauve,"https://images.ulta.com/is/image/Ulta/2546696?id=pS1bT1&fmt=jpg&fit=constrain,1&wid=86&hei=362&op_sharpen=1&resMode=bilin",,,,,,,matte,,,,,,,,dusty,,,,,
lipstick,bodyography lipstick sorbet,bodyography,lipstick,sorbet,mauve,mauve shimmer,https://cdn.shopify.com/s/files/1/0009/6623/0076/products/LipStick_RedChina_Swatch_web_compact.jpg?v=1604699698,,,,,,,shimmer,,,,,,,,,,,,,
lipstick,bperfect cosmetics supreme velvet liquid lips imma get it,bperfect cosmetics,supreme velvet liquid lips,imma get it,mauve,a universal rich mauve,,,,,universal,,,,,,,,rich,,,,,,,,
lipstick,buxom dolly's glam getaway full-on satin lipstick pink crush,buxom,dolly's glam getaway full-on satin lipstick,pink crush,rose mauve,"rose mauve, satin",https://media.ulta.com/i/ulta/2622749_sm?w=720&h=720&fmt=webp,,,,,,,satin,,,,,,,,,,,,,
lipstick,buxom full force plumping lipstick dolly dreamer,buxom,full force plumping lipstick,dolly dreamer,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2547454?id=Iu5bw3&fmt=jpg&fit=constrain,1&wid=180&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,buxom full force plumping lipstick rockstar,buxom,full force plumping lipstick,rockstar,mauve,mystery mauve,"https://images.ulta.com/is/image/Ulta/2547458?id=ckqbY2&fmt=jpg&fit=constrain,1&wid=180&hei=361&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,buxom full-on satin lipstick dolly doll,buxom,full-on satin lipstick,dolly doll,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,buxom power-full plump lip balm dolly fever,buxom,power-full plump lip balm,dolly fever,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,buxom serial kisser plumping lip stain frenchie,buxom,serial kisser plumping lip stain,frenchie,mauve,light mauve,"https://images.ulta.com/is/image/Ulta/2544663?id=wDza43&fmt=jpg&fit=constrain,1&wid=175&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,light,,,,,,,,
lipstick,buxom serial kisser plumping lip stain pucker up dolly,buxom,serial kisser plumping lip stain,pucker up dolly,mauve,mauve,"https://images.ulta.com/is/image/Ulta/2544666?id=2nCaC2&fmt=jpg&fit=constrain,1&wid=175&hei=359&op_sharpen=1&resMode=bilin",,,,,,,,,,,,,,,,,,,,
lipstick,chanel rouge coco baume hydrating beautifying tinted lip balm buildable colour 930 sweet treat,chanel,rouge coco baume hydrating beautifying tinted lip balm buildable colour,930 sweet treat,brown mauve,brownish mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,ciatè london glitter flip whisper,ciatè london,glitter flip,whisper,mauve,mauve,https://www.sephora.com/productimages/sku/s2029494-main-zoom.jpg?imwidth=48,,,,,,,,,,,,,,,,,,,,
lipstick,code8 beauty 5secs express lip & cheek colour miss saigon,code8 beauty,5secs express lip & cheek colour,miss saigon,brown mauve,brownish mauve for medium skin tones,https://www.codeeight.com/media/catalog/product/cache/be4a4d1a0d651f079785eb0b734b597e/m/i/miss_saigon_swatch_1.png,,,,medium,,,,,,,,,,,,,,,,
lipstick,code8 beauty glazé lip lacquer west village,code8 beauty,glazé lip lacquer,west village,chocolate mauve,"a chocolatey mauve for medium, olive to dark skin tones",,,,,"medium, olive to dark",,,,,,,,medium,dark,,,,,,,
lipstick,colour lit liquid matte lipstick stunner,colour lit,liquid matte lipstick,stunner,berry mauve,warm berry mauve,https://colourlit.com/cdn/shop/products/st_1024x1024.jpg?v=1559859729,,,,,,warm,,,,,,,,,,,,,,
lipstick,colourpop fresh kiss hydrating lip creme u r mine,colourpop,fresh kiss hydrating lip creme,u r mine,mauve,cool mauve,,,,,,,cool,,,,,,,,,,,,,,
lipstick,colourpop lippie stix cami,colourpop,lippie stix,cami,mauve,matte cool toned mauve,"https://images.ulta.com/is/image/Ulta/2550428?id=TZhb_1&fmt=jpg&fit=constrain,1&wid=44&hei=356&op_sharpen=1&resMode=bilin",,,,,,cool,matte,,,,,,,,,,,,,
lipstick,colourpop lippie stix happy thoughts,colourpop,lippie stix,happy thoughts,rose mauve,matte deep rosey mauve,"https://images.ulta.com/is/image/Ulta/2550445?id=BL3bB2&fmt=jpg&fit=constrain,1&wid=44&hei=356&op_sharpen=1&resMode=bilin",,,,,,,matte,,,,,deep,,,,,,,,
lipstick,ctzn cosmetics nudiversal lip duo maldives,ctzn cosmetics,nudiversal lip duo,maldives,brown mauve,mauve with hints of brown and cool undertones,,,,TRUE,,,cool,,,,,,,,,,,,,,
lipstick,dear dahlia paradise dream velvet lip mousse 18 button,dear dahlia,paradise dream velvet lip mousse,18 button,nude mauve,neutral nude mauve,,,,TRUE,,,neutral,,,,,,,,,,,,,,
lipstick,dior rouge dior forever transfer-proof lipstick 729 authentic,dior,rouge dior forever transfer-proof lipstick,729 authentic,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,dominique cosmetics cream matte liquid lipstick crush,dominique cosmetics,cream matte liquid lipstick,crush,mauve,deep mauve,,,,,,,,,,,,,deep,,,,,,,,
lipstick,dose of colors lip set duo stone,dose of colors,lip set duo,stone,mauve,dusty mauve,,,,,,,,,,,,,,,,dusty,,,,,
lipstick,dose of colors velvet mousse lipstick casual,dose of colors,velvet mousse lipstick,casual,mauve,toasty mauve,,,,,,,,,,,toasty,,,,,,,,,,
lipstick,e.l.f. cosmetics glossy lip stain power mauves,e.l.f. cosmetics,glossy lip stain,power mauves,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,e.l.f. cosmetics hydrating core lip shine delightful,e.l.f. cosmetics,hydrating core lip shine,delightful,mauve,mauve,,,,,,,,,,,,,,,,,,,,,
lipstick,em cosmetics soft spoken velvet lip creme hush,em cosmetics,soft spoken velvet lip creme,hush,mauve,neutral mauve,,,,TRUE,,,neutral,,,,,,,,,,,,,,
lipstick,estée lauder pure color creme lipstick 440 irresistible,estée lauder,pure color creme lipstick,440 irresistible,mauve,dusty mauve with a neutral undertone,,,,,,,neutral,,,,,,,,,dusty,,,,,
lipstick,estée lauder pure color creme lipstick 441 rose tea,estée lauder,pure color creme lipstick,441 rose tea,rose mauve,rosy mauve with a neutral undertone,,,,,,,neutral,,,,,,,,,,,,,,
lipstick,estée lauder pure color creme lipstick 561 intense nude,estée lauder,pure color creme lipstick,561 intense nude,mauve,mauve with a warm undertone,,,,,,,warm,,,,,,,,,,,,,,
lipstick,estée lauder pure color creme lipstick 670 bold desires,estée lauder,pure color creme lipstick,670 bold desires,mauve,medium-deep mauve with a cool undertone,,,,,,,cool,,,,,,medium,deep,,,,,,,
lipstick,estée lauder pure color creme lipstick 692 insider,estée lauder,pure color creme lipstick,692 insider,lilac mauve,light lilac mauve with a cool undertone,,,,,,,cool,,,,,,light,,,,,,,,
lipstick,estée lauder pure color creme lipstick 862 untamable,estée lauder,pure color creme lipstick,862 untamable,mauve,soft mauve with a warm undertone,,,,,,,warm,,,,,,soft,,,,,,,,
lipstick,estée lauder pure color envy matte sculpting lipstick 113 raw edge,estée lauder,pure color envy matte sculpting lipstick,113 raw edge,yellow mauve,dirty yellow mauve with a warm undertone,https://www.esteelauder.com/media/export/cms/products/640x640/el_sku_R8FC17_640x640_1.jpg,,,,,,warm,,,,,,,,,dirty,,,,,
lipstick,estée lauder pure color explicit slick shine lipstick 321 shhh…,estée lauder,pure color explicit slick shine lipstick,321 shhh…,rose mauve,midtone rosy-mauve with cool undertones,,,,,,,cool,,,,,,midtone,,,,,,,,
lipstick,estée lauder pure color matte lipstick 669 stolen heart,estée lauder,pure color matte lipstick,669 stolen heart,rose mauve,rosy mauve with a warm undertone,https://www.esteelauder.com/media/export/cms/products/640x640/el_sku_GRFW05_640x640_1.jpg,,,,,,warm,,,,,,,,,,,,,,
lipstick,estée lauder pure color matte lipstick 809 secret sandal,estée lauder,pure color matte lipstick,809 secret sandal,mauve,dusty mauve with a neutral undertone,https://www.esteelauder.com/media/export/cms/products/640x640/el_sku_GRFW15_640x640_1.jpg,,,,,,neutral,,,,,,,,,dusty,,,,,
