shade_id,image_file,color_family,undertone,finish,L_star,a_star,b_star,hue_deg,saturation,brightness
S292,IMG_292.png,Brown,Neutral,Satin,43.73,14.81,16.99,48.91,58.87,39.36
S293,IMG_293.png,Coral,Cool,Matte,67.43,45.85,18.93,22.43,96.96,72.49
S294,IMG_294.png,Orange,Cool,Matte,57.67,25.58,39.33,56.95,90.41,57.44
S295,IMG_295.png,Berry,Warm,Satin,45.03,34.5,4.0,6.61,76.84,46.61
S296,IMG_296.png,Nude,Neutral,Matte,66.1,12.93,7.96,31.61,60.04,68.35
S297,IMG_297.png,Brown,Warm,Matte,30.04,16.54,16.42,44.79,63.43,29.67
S298,IMG_298.png,Brown,Neutral,Satin,37.32,19.9,17.41,41.17,65.59,35.59
S299,IMG_299.png,Brown,Cool,Satin,25.77,12.32,6.53,27.93,46.83,22.88
S300,IMG_300.png,Nude,Warm,Satin,57.53,12.84,25.4,63.19,62.0,56.97
S301,IMG_301.png,Mauve,Cool,Matte,58.8,35.53,-4.41,352.93,88.5,55.76
S302,IMG_302.png,Red,Neutral,Glossy,45.61,40.79,13.21,17.95,82.24,46.17
S303,IMG_303.png,Pink,Warm,Glossy,63.43,25.14,17.8,35.29,86.9,62.67
S304,IMG_304.png,Nude,Warm,Glossy,66.91,13.32,20.69,57.21,62.93,66.09
S305,IMG_305.png,Berry,Neutral,Satin,30.95,28.42,-8.3,343.72,66.0,30.64
S306,IMG_306.png,Orange,Cool,Satin,55.36,27.8,40.77,55.71,94.36,54.43
S307,IMG_307.png,Red,Warm,Glossy,39.55,42.18,13.04,17.18,92.38,38.99
S308,IMG_308.png,Pink,Warm,Satin,61.3,29.82,12.05,22.0,75.91,63.0
S309,IMG_309.png,Coral,Cool,Satin,57.99,42.08,20.89,26.41,87.87,60.17
S310,IMG_310.png,Red,Neutral,Satin,31.84,39.26,24.16,31.61,93.47,32.34
S311,IMG_311.png,Mauve,Cool,Satin,57.52,32.61,-0.23,359.6,74.33,56.31
S312,IMG_312.png,Coral,Cool,Satin,62.83,38.62,19.31,26.57,94.68,63.94
S313,IMG_313.png,Pink,Warm,Glossy,58.72,21.0,20.44,44.23,71.88,57.97
S314,IMG_314.png,Orange,Neutral,Matte,66.89,32.71,39.22,50.17,96.91,66.54
S315,IMG_315.png,Berry,Cool,Glossy,32.27,41.07,-5.6,352.24,87.64,31.63
S316,IMG_316.png,Pink,Neutral,Satin,57.08,28.44,18.1,32.48,68.41,58.08
S317,IMG_317.png,Nude,Warm,Glossy,49.49,17.95,18.57,45.98,72.61,52.36
S318,IMG_318.png,Red,Warm,Glossy,45.28,48.64,33.07,34.21,99.99,45.68
S319,IMG_319.png,Brown,Neutral,Matte,53.64,18.2,23.37,52.09,73.49,53.49
S320,IMG_320.png,Orange,Neutral,Satin,54.22,36.33,44.86,51.0,98.55,56.15
S321,IMG_321.png,Berry,Neutral,Glossy,47.97,38.41,5.05,7.49,84.17,49.21
S322,IMG_322.png,Brown,Warm,Glossy,42.82,18.56,12.22,33.36,70.64,43.39
S323,IMG_323.png,Red,Cool,Matte,53.47,41.56,15.79,20.81,84.42,51.48
S324,IMG_324.png,Orange,Warm,Matte,52.01,21.66,45.0,64.3,92.97,48.3
S325,IMG_325.png,Mauve,Neutral,Satin,47.37,33.29,-0.42,359.27,73.2,50.45
S326,IMG_326.png,Orange,Cool,Satin,59.07,36.77,39.97,47.39,99.53,59.25
S327,IMG_327.png,Pink,Neutral,Glossy,66.84,36.04,6.35,10.0,79.18,68.17
S328,IMG_328.png,Plum,Warm,Satin,34.47,25.15,-8.44,341.45,68.4,37.75
S329,IMG_329.png,Red,Neutral,Glossy,38.66,32.51,24.43,36.93,80.6,38.61
S330,IMG_330.png,Pink,Warm,Matte,54.3,29.1,14.03,25.73,72.03,53.6
S331,IMG_331.png,Mauve,Warm,Matte,49.6,23.64,6.39,15.13,70.4,52.47
S332,IMG_332.png,Brown,Cool,Satin,38.56,16.83,18.95,48.4,59.01,39.47
S333,IMG_333.png,Coral,Warm,Matte,53.86,30.57,33.19,47.35,88.44,56.43
S334,IMG_334.png,Pink,Warm,Glossy,53.81,29.68,12.52,22.87,80.21,54.8
S335,IMG_335.png,Orange,Neutral,Glossy,65.14,24.44,42.18,59.91,99.55,65.56
S336,IMG_336.png,Coral,Neutral,Glossy,40.83,39.51,27.43,34.77,92.66,42.24
S337,IMG_337.png,Pink,Neutral,Satin,60.41,30.57,8.81,16.07,80.2,58.23
S338,IMG_338.png,Brown,Neutral,Matte,29.59,15.9,13.07,39.43,60.79,27.78
S339,IMG_339.png,Coral,Warm,Matte,50.98,31.49,41.54,52.83,97.21,50.18
S340,IMG_340.png,Red,Neutral,Satin,59.75,48.96,13.74,15.67,99.17,58.09
S341,IMG_341.png,Mauve,Neutral,Satin,58.28,22.65,2.17,5.46,68.78,59.06
S342,IMG_342.png,Mauve,Cool,Satin,52.68,30.4,-9.6,342.46,76.72,54.18
S343,IMG_343.png,Orange,Warm,Glossy,56.8,34.45,41.35,50.21,90.09,60.3
S344,IMG_344.png,Nude,Neutral,Satin,67.81,18.88,14.78,38.05,65.56,66.95
S345,IMG_345.png,Coral,Cool,Satin,60.79,32.95,32.48,44.59,93.39,62.92
S346,IMG_346.png,Red,Cool,Satin,45.06,41.72,9.04,12.23,94.35,44.85
S347,IMG_347.png,Mauve,Neutral,Satin,56.05,27.8,1.71,3.52,73.51,54.77
S348,IMG_348.png,Plum,Neutral,Matte,40.25,25.09,-12.28,333.93,71.27,43.7
S349,IMG_349.png,Plum,Cool,Matte,31.58,26.83,-13.83,332.73,70.53,31.6
S350,IMG_350.png,Coral,Cool,Matte,62.68,41.76,29.11,34.87,97.49,64.03
S351,IMG_351.png,Red,Cool,Matte,56.05,50.0,2.74,3.14,90.51,58.01
S352,IMG_352.png,Nude,Cool,Satin,64.96,15.46,16.03,46.02,70.48,65.11
S353,IMG_353.png,Brown,Warm,Matte,44.39,11.68,13.52,49.18,56.55,45.96
S354,IMG_354.png,Orange,Neutral,Matte,68.59,36.84,39.22,46.79,95.08,71.74
S355,IMG_355.png,Coral,Cool,Satin,52.66,30.66,26.22,40.54,99.67,50.49
S356,IMG_356.png,Nude,Neutral,Matte,71.18,16.32,18.86,49.13,58.22,69.82
S357,IMG_357.png,Brown,Cool,Matte,26.54,8.39,10.47,51.3,56.74,27.15
S358,IMG_358.png,Nude,Neutral,Satin,68.84,15.99,17.52,47.61,68.65,69.13
S359,IMG_359.png,Coral,Neutral,Matte,60.53,37.53,24.68,33.33,86.1,58.11
S360,IMG_360.png,Plum,Neutral,Matte,29.82,34.04,-10.8,342.4,72.25,31.87
S361,IMG_361.png,Mauve,Neutral,Matte,58.86,25.1,-3.0,353.19,70.53,57.89
S362,IMG_362.png,Coral,Warm,Glossy,44.59,39.79,42.75,47.06,100.0,42.55
S363,IMG_363.png,Coral,Neutral,Matte,50.36,34.78,24.62,35.29,91.36,51.96
S364,IMG_364.png,Nude,Neutral,Satin,60.13,12.27,20.35,58.91,72.03,62.24
S365,IMG_365.png,Orange,Cool,Satin,68.53,27.99,31.69,48.55,92.84,68.58
S366,IMG_366.png,Orange,Cool,Glossy,61.36,38.0,34.57,42.29,100.0,59.02
S367,IMG_367.png,Orange,Cool,Matte,44.9,19.36,29.34,56.58,79.23,45.27
S368,IMG_368.png,Mauve,Warm,Satin,51.84,26.52,2.59,5.57,61.31,54.66
S369,IMG_369.png,Pink,Neutral,Matte,66.17,29.73,7.85,14.78,70.91,66.41
S370,IMG_370.png,Brown,Neutral,Satin,31.93,11.08,15.37,54.22,57.8,36.53
S371,IMG_371.png,Pink,Cool,Satin,61.56,23.39,3.01,7.32,73.87,62.0
S372,IMG_372.png,Berry,Neutral,Satin,51.76,37.7,9.95,14.78,80.47,50.23
S373,IMG_373.png,Orange,Warm,Satin,58.0,36.25,45.0,51.15,95.82,57.46
S374,IMG_374.png,Pink,Neutral,Satin,66.36,28.65,11.7,22.21,85.84,65.66
S375,IMG_375.png,Mauve,Warm,Matte,48.6,21.85,14.88,34.26,58.85,46.15
S376,IMG_376.png,Berry,Neutral,Matte,37.43,37.15,-1.93,357.02,84.6,34.71
S377,IMG_377.png,Nude,Warm,Satin,65.43,9.85,20.72,64.57,67.67,65.71
S378,IMG_378.png,Plum,Cool,Satin,34.57,36.3,-11.39,342.58,79.39,34.97
S379,IMG_379.png,Plum,Cool,Matte,40.33,37.12,-5.99,350.84,76.84,40.18
S380,IMG_380.png,Mauve,Warm,Glossy,49.35,22.63,1.86,4.69,70.87,49.75
S381,IMG_381.png,Orange,Cool,Satin,60.02,31.28,33.2,46.7,85.95,61.74
S382,IMG_382.png,Berry,Neutral,Satin,46.62,44.34,-6.29,351.93,89.21,43.17
S383,IMG_383.png,Mauve,Cool,Matte,45.35,26.15,-6.19,346.68,73.25,43.02
S384,IMG_384.png,Red,Warm,Matte,50.82,48.19,17.16,19.6,92.35,54.47
S385,IMG_385.png,Berry,Warm,Satin,54.08,40.96,-4.88,353.21,89.28,56.18
S386,IMG_386.png,Orange,Cool,Satin,64.55,30.66,28.66,43.07,87.34,66.98
S387,IMG_387.png,Plum,Warm,Matte,39.49,26.67,-4.0,351.47,63.42,40.16
S388,IMG_388.png,Brown,Neutral,Satin,43.28,16.21,18.78,49.2,67.08,44.1
S389,IMG_389.png,Berry,Neutral,Glossy,37.98,38.26,-5.12,352.38,79.83,35.73
S390,IMG_390.png,Plum,Neutral,Satin,38.22,39.86,-8.95,347.35,100.0,37.77
S391,IMG_391.png,Berry,Neutral,Matte,47.01,37.43,6.88,10.42,83.06,47.55
S392,IMG_392.png,Mauve,Neutral,Matte,51.2,21.96,-0.88,357.7,77.53,50.67
S393,IMG_393.png,Red,Cool,Matte,48.28,44.77,17.77,21.65,94.69,46.53
S394,IMG_394.png,Nude,Warm,Matte,54.87,21.32,25.45,50.05,76.72,56.42
S395,IMG_395.png,Pink,Neutral,Matte,63.76,31.9,3.06,5.49,67.76,62.34
S396,IMG_396.png,Plum,Neutral,Matte,26.79,25.09,-11.62,335.16,68.63,24.07
S397,IMG_397.png,Nude,Cool,Satin,54.92,15.42,16.32,46.62,63.67,56.97
S398,IMG_398.png,Mauve,Warm,Glossy,58.98,23.47,11.05,25.21,66.82,59.94
S399,IMG_399.png,Nude,Cool,Matte,62.25,15.69,17.07,47.41,70.59,63.18
S400,IMG_400.png,Mauve,Warm,Satin,65.4,30.01,15.92,27.94,69.06,61.72
S401,IMG_401.png,Pink,Warm,Matte,59.62,33.08,2.86,4.95,84.07,57.47
S402,IMG_402.png,Nude,Warm,Glossy,65.27,21.49,22.03,45.71,68.09,67.5
S403,IMG_403.png,Nude,Cool,Matte,64.91,17.68,6.76,20.92,65.19,65.28
S404,IMG_404.png,Nude,Warm,Satin,53.57,20.83,16.28,38.01,65.84,56.86
S405,IMG_405.png,Pink,Neutral,Glossy,53.45,31.65,16.06,26.9,76.59,54.24
S406,IMG_406.png,Red,Cool,Satin,43.12,37.91,17.54,24.83,85.06,42.37
S407,IMG_407.png,Coral,Cool,Matte,45.34,34.17,21.6,32.3,88.31,44.23
S408,IMG_408.png,Pink,Cool,Matte,66.05,23.21,9.71,22.72,62.53,65.62
S409,IMG_409.png,Red,Neutral,Glossy,41.5,45.1,20.21,24.14,94.06,40.62
S410,IMG_410.png,Pink,Cool,Glossy,72.37,34.7,6.55,10.69,81.42,73.34
S411,IMG_411.png,Coral,Warm,Satin,54.96,41.24,29.82,35.87,100.0,56.69
S412,IMG_412.png,Pink,Cool,Satin,66.81,33.87,-5.49,350.79,78.57,68.37
S413,IMG_413.png,Coral,Neutral,Glossy,58.38,34.63,26.69,37.63,88.19,58.32
S414,IMG_414.png,Berry,Cool,Satin,42.34,36.59,-6.73,349.58,75.53,39.08
S415,IMG_415.png,Nude,Cool,Glossy,66.69,8.66,10.83,51.34,56.14,67.77
S416,IMG_416.png,Berry,Cool,Glossy,44.52,42.13,-10.82,345.6,74.33,43.28
S417,IMG_417.png,Pink,Neutral,Matte,59.66,18.7,9.08,25.89,58.23,60.64
S418,IMG_418.png,Orange,Neutral,Glossy,58.3,31.52,38.62,50.79,93.56,55.23
S419,IMG_419.png,Nude,Neutral,Matte,58.35,19.13,14.6,37.36,61.65,57.79
S420,IMG_420.png,Brown,Cool,Satin,51.27,11.66,12.19,46.29,58.44,50.27
S421,IMG_421.png,Nude,Cool,Matte,51.64,12.02,6.0,26.53,57.79,49.83
S422,IMG_422.png,Orange,Neutral,Glossy,57.03,31.99,42.12,52.78,94.62,59.14
S423,IMG_423.png,Nude,Neutral,Satin,72.03,18.47,15.8,40.55,55.76,67.98
S424,IMG_424.png,Berry,Cool,Glossy,35.36,38.33,-7.7,348.65,83.68,37.82
S425,IMG_425.png,Red,Neutral,Satin,39.13,50.0,19.88,21.68,100.0,40.18
S426,IMG_426.png,Nude,Warm,Satin,52.37,23.02,20.07,41.09,67.2,53.42
S427,IMG_427.png,Nude,Warm,Satin,73.55,25.91,20.76,38.7,74.66,75.76
S428,IMG_428.png,Coral,Cool,Glossy,63.87,35.31,23.44,33.58,90.14,67.75
S429,IMG_429.png,Mauve,Cool,Satin,53.42,20.28,-2.86,351.98,63.04,50.59
S430,IMG_430.png,Berry,Neutral,Satin,44.95,48.32,4.81,5.69,83.93,47.79
S431,IMG_431.png,Orange,Neutral,Satin,66.57,32.75,31.45,43.84,93.0,62.3
S432,IMG_432.png,Coral,Neutral,Satin,58.11,35.51,32.45,42.42,97.78,60.73
S433,IMG_433.png,Berry,Neutral,Glossy,43.59,38.45,-3.19,355.26,76.38,41.68
S434,IMG_434.png,Berry,Neutral,Matte,50.64,37.79,3.02,4.57,87.1,50.18
S435,IMG_435.png,Orange,Neutral,Satin,63.82,24.05,38.81,58.22,98.46,63.45
S436,IMG_436.png,Berry,Cool,Glossy,35.78,40.55,-11.19,344.57,91.65,36.49
S437,IMG_437.png,Mauve,Cool,Matte,52.08,28.28,-2.66,354.63,69.69,48.9
S438,IMG_438.png,Red,Cool,Matte,47.31,35.38,3.85,6.21,86.96,46.93
S439,IMG_439.png,Red,Cool,Matte,36.99,46.69,12.07,14.5,88.97,37.34
S440,IMG_440.png,Red,Neutral,Glossy,47.43,40.67,14.75,19.94,95.62,49.53
S441,IMG_441.png,Coral,Neutral,Satin,50.89,43.17,19.48,24.29,96.73,50.39
S442,IMG_442.png,Orange,Cool,Matte,63.49,25.87,35.81,54.16,82.31,63.15
S443,IMG_443.png,Mauve,Warm,Matte,44.86,27.45,10.84,21.55,76.39,45.58
S444,IMG_444.png,Mauve,Neutral,Glossy,48.35,15.51,4.7,16.85,58.76,49.46
S445,IMG_445.png,Red,Neutral,Matte,45.47,41.69,19.55,25.12,100.0,43.42
S446,IMG_446.png,Mauve,Cool,Matte,48.72,24.75,4.88,11.15,69.99,47.96
S447,IMG_447.png,Nude,Cool,Satin,51.35,22.98,17.1,36.66,64.56,54.27
S448,IMG_448.png,Brown,Neutral,Matte,30.11,22.34,19.93,41.74,72.74,31.4
S449,IMG_449.png,Mauve,Cool,Matte,40.88,29.31,6.65,12.79,74.8,40.35
S450,IMG_450.png,Mauve,Neutral,Satin,46.7,30.26,2.68,5.06,83.53,46.79
S451,IMG_451.png,Berry,Warm,Satin,46.36,43.95,-0.07,359.91,87.49,43.78
S452,IMG_452.png,Berry,Neutral,Glossy,43.42,31.27,-9.78,342.63,84.36,43.24
S453,IMG_453.png,Coral,Warm,Satin,66.54,36.03,38.11,46.6,100.0,67.05
S454,IMG_454.png,Plum,Neutral,Matte,38.74,31.74,-9.16,343.89,85.92,36.93
S455,IMG_455.png,Pink,Warm,Matte,57.42,31.57,11.41,19.87,76.98,55.22
S456,IMG_456.png,Mauve,Neutral,Matte,54.93,27.63,5.84,11.92,61.4,52.21
S457,IMG_457.png,Red,Cool,Matte,40.88,42.4,9.52,12.66,88.48,39.98
S458,IMG_458.png,Nude,Warm,Satin,54.72,18.14,34.65,62.37,86.62,54.55
S459,IMG_459.png,Nude,Cool,Glossy,57.26,12.5,8.53,34.31,50.52,57.16
S460,IMG_460.png,Plum,Neutral,Satin,30.31,32.61,-9.16,344.31,76.37,31.51
S461,IMG_461.png,Pink,Neutral,Satin,64.01,29.26,8.4,16.02,69.58,62.29
S462,IMG_462.png,Orange,Cool,Matte,62.73,31.4,31.55,45.13,93.64,64.55
S463,IMG_463.png,Berry,Neutral,Matte,45.79,39.41,-0.76,358.89,79.68,47.2
S464,IMG_464.png,Pink,Warm,Satin,60.43,27.77,11.17,21.92,69.56,59.48
S465,IMG_465.png,Pink,Warm,Satin,63.79,44.0,10.52,13.44,94.26,62.34
S466,IMG_466.png,Mauve,Warm,Matte,48.21,24.11,12.0,26.46,67.14,47.81
S467,IMG_467.png,Red,Warm,Matte,42.34,45.8,23.35,27.01,96.22,44.67
S468,IMG_468.png,Brown,Cool,Glossy,45.57,18.75,9.45,26.75,65.2,46.66
S469,IMG_469.png,Nude,Warm,Matte,64.76,15.64,10.91,34.88,51.72,62.87
S470,IMG_470.png,Red,Cool,Matte,37.71,40.35,11.45,15.84,83.68,36.75
S471,IMG_471.png,Red,Warm,Satin,36.14,41.14,15.95,21.19,92.74,36.04
S472,IMG_472.png,Brown,Cool,Satin,38.68,16.51,15.81,43.77,60.99,38.99
S473,IMG_473.png,Berry,Cool,Matte,40.17,35.37,-7.1,348.65,77.56,38.71
S474,IMG_474.png,Pink,Warm,Satin,69.36,28.5,19.12,33.86,77.43,68.94
S475,IMG_475.png,Pink,Neutral,Satin,61.39,31.18,2.37,4.35,69.56,65.67
S476,IMG_476.png,Mauve,Warm,Matte,60.59,26.41,8.59,18.01,68.95,60.25
S477,IMG_477.png,Berry,Neutral,Matte,53.1,38.43,-13.67,340.42,84.4,58.58
S478,IMG_478.png,Orange,Cool,Matte,63.55,26.29,28.34,47.15,82.98,59.8
S479,IMG_479.png,Brown,Warm,Matte,42.37,8.93,25.15,70.45,77.56,38.94
S480,IMG_480.png,Nude,Warm,Glossy,71.99,17.58,21.46,50.69,65.38,71.01
S481,IMG_481.png,Plum,Cool,Satin,32.58,24.38,-13.17,331.62,71.97,31.6
S482,IMG_482.png,Red,Cool,Matte,52.41,38.22,13.81,19.87,82.64,51.89
S483,IMG_483.png,Orange,Neutral,Matte,45.96,24.72,41.14,59.0,84.8,43.23
S484,IMG_484.png,Red,Warm,Glossy,46.93,45.21,24.5,28.45,95.41,43.69
S485,IMG_485.png,Berry,Neutral,Matte,35.76,30.52,4.76,8.87,86.09,34.8
S486,IMG_486.png,Coral,Cool,Satin,56.54,36.42,21.42,30.47,88.45,57.18
S487,IMG_487.png,Coral,Neutral,Satin,58.08,42.44,31.95,36.97,91.33,55.21
S488,IMG_488.png,Nude,Cool,Matte,66.53,17.76,16.24,42.44,67.51,68.93
S489,IMG_489.png,Orange,Neutral,Matte,60.69,28.48,33.81,49.89,92.14,63.17
S490,IMG_490.png,Plum,Neutral,Glossy,23.18,29.72,-8.2,344.58,70.28,27.95
S491,IMG_491.png,Coral,Cool,Matte,63.93,27.99,18.86,33.97,73.98,62.27
S492,IMG_492.png,Mauve,Warm,Glossy,55.1,22.72,7.8,18.95,61.46,53.01
S493,IMG_493.png,Brown,Neutral,Matte,41.32,16.17,24.5,56.57,68.95,41.91
S494,IMG_494.png,Pink,Neutral,Satin,64.47,33.88,9.64,15.88,77.46,63.75
S495,IMG_495.png,Red,Cool,Satin,38.26,44.2,20.43,24.81,94.98,36.19
S496,IMG_496.png,Orange,Neutral,Satin,63.61,26.61,43.06,58.29,94.45,62.31
S497,IMG_497.png,Red,Cool,Matte,46.64,50.0,18.62,20.43,97.1,47.58
S498,IMG_498.png,Pink,Neutral,Matte,62.17,31.28,11.43,20.08,85.25,62.51
S499,IMG_499.png,Coral,Neutral,Glossy,56.07,38.03,28.98,37.31,94.4,53.36
S500,IMG_500.png,Coral,Warm,Matte,52.21,34.78,37.61,47.24,97.33,49.76
