consumer_id,shade_id,skin_tone,consumer_undertone,age_group,hedonic_score
C014,S102,Deep,Warm,18-24,5
C014,S335,Deep,Warm,18-24,6
C014,S476,Deep,Warm,18-24,6
C014,S337,Deep,Warm,18-24,4
C014,S441,Deep,Warm,18-24,5
C014,S174,Deep,Warm,18-24,5
C014,S003,Deep,Warm,18-24,4
C014,S334,Deep,Warm,18-24,5
C014,S410,Deep,Warm,18-24,4
C014,S071,Deep,Warm,18-24,6
C014,S210,Deep,Warm,18-24,7
C014,S064,Deep,Warm,18-24,5
C014,S385,Deep,Warm,18-24,6
C014,S094,Deep,Warm,18-24,5
C014,S486,Deep,Warm,18-24,3
C014,S186,Deep,Warm,18-24,5
C014,S034,Deep,Warm,18-24,6
C014,S078,Deep,Warm,18-24,9
C014,S001,Deep,Warm,18-24,5
C014,S012,Deep,Warm,18-24,5
C014,S416,Deep,Warm,18-24,6
C014,S023,Deep,Warm,18-24,5
C015,S362,Fair,Neutral,18-24,7
C015,S074,Fair,Neutral,18-24,4
C015,S375,Fair,Neutral,18-24,7
C015,S156,Fair,Neutral,18-24,7
C015,S105,Fair,Neutral,18-24,5
C015,S395,Fair,Neutral,18-24,7
C015,S378,Fair,Neutral,18-24,4
C015,S125,Fair,Neutral,18-24,5
C015,S069,Fair,Neutral,18-24,6
C015,S451,Fair,Neutral,18-24,8
C015,S010,Fair,Neutral,18-24,5
C015,S195,Fair,Neutral,18-24,5
C015,S407,Fair,Neutral,18-24,6
C015,S085,Fair,Neutral,18-24,5
C015,S372,Fair,Neutral,18-24,7
C015,S389,Fair,Neutral,18-24,5
C015,S496,Fair,Neutral,18-24,7
C015,S031,Fair,Neutral,18-24,6
C015,S317,Fair,Neutral,18-24,6
C015,S409,Fair,Neutral,18-24,8
C015,S491,Fair,Neutral,18-24,7
C015,S492,Fair,Neutral,18-24,7
C015,S281,Fair,Neutral,18-24,6
C015,S357,Fair,Neutral,18-24,4
C015,S077,Fair,Neutral,18-24,5
C015,S462,Fair,Neutral,18-24,6
C015,S498,Fair,Neutral,18-24,7
C015,S212,Fair,Neutral,18-24,4
C015,S102,Fair,Neutral,18-24,6
C015,S335,Fair,Neutral,18-24,6
C015,S476,Fair,Neutral,18-24,5
C015,S337,Fair,Neutral,18-24,7
C015,S441,Fair,Neutral,18-24,5
C015,S174,Fair,Neutral,18-24,6
C015,S003,Fair,Neutral,18-24,6
C015,S334,Fair,Neutral,18-24,5
C015,S410,Fair,Neutral,18-24,6
C015,S071,Fair,Neutral,18-24,6
C015,S210,Fair,Neutral,18-24,6
C015,S064,Fair,Neutral,18-24,7
C015,S385,Fair,Neutral,18-24,6
C015,S094,Fair,Neutral,18-24,5
C015,S486,Fair,Neutral,18-24,6
C015,S186,Fair,Neutral,18-24,7
C015,S034,Fair,Neutral,18-24,7
C015,S078,Fair,Neutral,18-24,5
C015,S001,Fair,Neutral,18-24,8
C015,S012,Fair,Neutral,18-24,6
C015,S416,Fair,Neutral,18-24,6
C015,S023,Fair,Neutral,18-24,7
C016,S362,Tan,Cool,18-24,7
C016,S074,Tan,Cool,18-24,7
C016,S375,Tan,Cool,18-24,6
C016,S156,Tan,Cool,18-24,7
C016,S105,Tan,Cool,18-24,7
C016,S395,Tan,Cool,18-24,5
C016,S378,Tan,Cool,18-24,7
C016,S125,Tan,Cool,18-24,6
C016,S069,Tan,Cool,18-24,5
C016,S451,Tan,Cool,18-24,8
C016,S010,Tan,Cool,18-24,6
C016,S195,Tan,Cool,18-24,5
C016,S407,Tan,Cool,18-24,7
C016,S085,Tan,Cool,18-24,6
C016,S372,Tan,Cool,18-24,6
C016,S389,Tan,Cool,18-24,6
C016,S496,Tan,Cool,18-24,6
C016,S031,Tan,Cool,18-24,5
C016,S317,Tan,Cool,18-24,7
C016,S409,Tan,Cool,18-24,7
C016,S491,Tan,Cool,18-24,7
C016,S492,Tan,Cool,18-24,6
C016,S281,Tan,Cool,18-24,8
C016,S357,Tan,Cool,18-24,8
C016,S077,Tan,Cool,18-24,6
C016,S462,Tan,Cool,18-24,5
C016,S498,Tan,Cool,18-24,5
C016,S212,Tan,Cool,18-24,8
C016,S102,Tan,Cool,18-24,6
C016,S335,Tan,Cool,18-24,6
C016,S476,Tan,Cool,18-24,6
C016,S337,Tan,Cool,18-24,4
C016,S441,Tan,Cool,18-24,7
C016,S174,Tan,Cool,18-24,5
C016,S003,Tan,Cool,18-24,5
C016,S334,Tan,Cool,18-24,6
C016,S410,Tan,Cool,18-24,6
C016,S071,Tan,Cool,18-24,7
C016,S210,Tan,Cool,18-24,7
C016,S064,Tan,Cool,18-24,6
C016,S385,Tan,Cool,18-24,5
C016,S094,Tan,Cool,18-24,7
C016,S486,Tan,Cool,18-24,5
C016,S186,Tan,Cool,18-24,4
C016,S034,Tan,Cool,18-24,7
C016,S078,Tan,Cool,18-24,5
C016,S001,Tan,Cool,18-24,6
C016,S012,Tan,Cool,18-24,7
C016,S416,Tan,Cool,18-24,7
C016,S023,Tan,Cool,18-24,6
C017,S362,Tan,Cool,18-24,5
C017,S074,Tan,Cool,18-24,5
C017,S375,Tan,Cool,18-24,6
C017,S156,Tan,Cool,18-24,7
C017,S105,Tan,Cool,18-24,6
C017,S395,Tan,Cool,18-24,7
C017,S378,Tan,Cool,18-24,5
C017,S125,Tan,Cool,18-24,7
C017,S069,Tan,Cool,18-24,5
C017,S451,Tan,Cool,18-24,7
C017,S010,Tan,Cool,18-24,6
C017,S195,Tan,Cool,18-24,5
C017,S407,Tan,Cool,18-24,7
C017,S085,Tan,Cool,18-24,5
C017,S372,Tan,Cool,18-24,7
C017,S389,Tan,Cool,18-24,7
C017,S496,Tan,Cool,18-24,6
C017,S031,Tan,Cool,18-24,4
C017,S317,Tan,Cool,18-24,6
C017,S409,Tan,Cool,18-24,8
C017,S491,Tan,Cool,18-24,6
C017,S492,Tan,Cool,18-24,7
C017,S281,Tan,Cool,18-24,4
C017,S357,Tan,Cool,18-24,7
C017,S077,Tan,Cool,18-24,6
C017,S462,Tan,Cool,18-24,6
C017,S498,Tan,Cool,18-24,5
C017,S212,Tan,Cool,18-24,6
C017,S102,Tan,Cool,18-24,6
C017,S335,Tan,Cool,18-24,6
C017,S476,Tan,Cool,18-24,6
C017,S337,Tan,Cool,18-24,7
C017,S441,Tan,Cool,18-24,6
C017,S174,Tan,Cool,18-24,6
C017,S003,Tan,Cool,18-24,7
C017,S334,Tan,Cool,18-24,6
C017,S410,Tan,Cool,18-24,5
C017,S071,Tan,Cool,18-24,5
C017,S210,Tan,Cool,18-24,7
C017,S064,Tan,Cool,18-24,6
C017,S385,Tan,Cool,18-24,6
C017,S094,Tan,Cool,18-24,8
C017,S486,Tan,Cool,18-24,7
C017,S186,Tan,Cool,18-24,7
C017,S034,Tan,Cool,18-24,5
C017,S078,Tan,Cool,18-24,6
C017,S001,Tan,Cool,18-24,6
C017,S012,Tan,Cool,18-24,5
C017,S416,Tan,Cool,18-24,7
C017,S023,Tan,Cool,18-24,5
C018,S362,Fair,Neutral,25-34,5
C018,S074,Fair,Neutral,25-34,6
C018,S375,Fair,Neutral,25-34,7
C018,S156,Fair,Neutral,25-34,5
C018,S105,Fair,Neutral,25-34,6
C018,S395,Fair,Neutral,25-34,9
C018,S378,Fair,Neutral,25-34,5
C018,S125,Fair,Neutral,25-34,5
C018,S069,Fair,Neutral,25-34,6
C018,S451,Fair,Neutral,25-34,7
C018,S010,Fair,Neutral,25-34,7
C018,S195,Fair,Neutral,25-34,4
C018,S407,Fair,Neutral,25-34,6
C018,S085,Fair,Neutral,25-34,6
C018,S372,Fair,Neutral,25-34,7
C018,S389,Fair,Neutral,25-34,6
C018,S496,Fair,Neutral,25-34,7
C018,S031,Fair,Neutral,25-34,6
C018,S317,Fair,Neutral,25-34,6
C018,S409,Fair,Neutral,25-34,4
C018,S491,Fair,Neutral,25-34,6
C018,S492,Fair,Neutral,25-34,6
C018,S281,Fair,Neutral,25-34,5
C018,S357,Fair,Neutral,25-34,6
C018,S077,Fair,Neutral,25-34,5
C018,S462,Fair,Neutral,25-34,6
C018,S498,Fair,Neutral,25-34,8
C018,S212,Fair,Neutral,25-34,5
C018,S102,Fair,Neutral,25-34,8
C018,S335,Fair,Neutral,25-34,6
C018,S476,Fair,Neutral,25-34,6
C018,S337,Fair,Neutral,25-34,9
C018,S441,Fair,Neutral,25-34,5
C018,S174,Fair,Neutral,25-34,6
C018,S003,Fair,Neutral,25-34,6
C018,S334,Fair,Neutral,25-34,7
C018,S410,Fair,Neutral,25-34,7
C018,S071,Fair,Neutral,25-34,6
C018,S210,Fair,Neutral,25-34,8
C018,S064,Fair,Neutral,25-34,7
C018,S385,Fair,Neutral,25-34,6
C018,S094,Fair,Neutral,25-34,7
C018,S486,Fair,Neutral,25-34,6
C018,S186,Fair,Neutral,25-34,7
C018,S034,Fair,Neutral,25-34,6
C018,S078,Fair,Neutral,25-34,6
C018,S001,Fair,Neutral,25-34,7
C018,S012,Fair,Neutral,25-34,9
C018,S416,Fair,Neutral,25-34,5
C018,S023,Fair,Neutral,25-34,7
C019,S362,Light,Cool,18-24,5
C019,S074,Light,Cool,18-24,6
C019,S375,Light,Cool,18-24,5
C019,S156,Light,Cool,18-24,6
C019,S105,Light,Cool,18-24,5
C019,S395,Light,Cool,18-24,7
C019,S378,Light,Cool,18-24,6
C019,S125,Light,Cool,18-24,5
C019,S069,Light,Cool,18-24,5
C019,S451,Light,Cool,18-24,6
C019,S010,Light,Cool,18-24,8
C019,S195,Light,Cool,18-24,5
C019,S407,Light,Cool,18-24,5
C019,S085,Light,Cool,18-24,5
C019,S372,Light,Cool,18-24,5
C019,S389,Light,Cool,18-24,5
C019,S496,Light,Cool,18-24,7
C019,S031,Light,Cool,18-24,3
C019,S317,Light,Cool,18-24,4
C019,S409,Light,Cool,18-24,5
C019,S491,Light,Cool,18-24,7
C019,S492,Light,Cool,18-24,6
C019,S281,Light,Cool,18-24,6
C019,S357,Light,Cool,18-24,8
C019,S077,Light,Cool,18-24,3
C019,S462,Light,Cool,18-24,8
C019,S498,Light,Cool,18-24,6
C019,S212,Light,Cool,18-24,6
C019,S102,Light,Cool,18-24,5
C019,S335,Light,Cool,18-24,6
C019,S476,Light,Cool,18-24,6
C019,S337,Light,Cool,18-24,7
C019,S441,Light,Cool,18-24,5
C019,S174,Light,Cool,18-24,7
C019,S003,Light,Cool,18-24,6
C019,S334,Light,Cool,18-24,6
C019,S410,Light,Cool,18-24,7
C019,S071,Light,Cool,18-24,6
C019,S210,Light,Cool,18-24,5
C019,S064,Light,Cool,18-24,7
C019,S385,Light,Cool,18-24,7
C019,S094,Light,Cool,18-24,6
C019,S486,Light,Cool,18-24,8
C019,S186,Light,Cool,18-24,6
C019,S034,Light,Cool,18-24,7
C019,S078,Light,Cool,18-24,4
C019,S001,Light,Cool,18-24,6
C019,S012,Light,Cool,18-24,5
C019,S416,Light,Cool,18-24,6
C019,S023,Light,Cool,18-24,6
C020,S362,Light,Neutral,18-24,6
C020,S074,Light,Neutral,18-24,4
C020,S375,Light,Neutral,18-24,5
C020,S156,Light,Neutral,18-24,6
C020,S105,Light,Neutral,18-24,7
C020,S395,Light,Neutral,18-24,9
C020,S378,Light,Neutral,18-24,3
C020,S125,Light,Neutral,18-24,5
C020,S069,Light,Neutral,18-24,5
C020,S451,Light,Neutral,18-24,6
C020,S010,Light,Neutral,18-24,5
C020,S195,Light,Neutral,18-24,4
C020,S407,Light,Neutral,18-24,5
C020,S085,Light,Neutral,18-24,5
C020,S372,Light,Neutral,18-24,7
C020,S389,Light,Neutral,18-24,6
C020,S496,Light,Neutral,18-24,7
C020,S031,Light,Neutral,18-24,4
C020,S317,Light,Neutral,18-24,6
C020,S409,Light,Neutral,18-24,6
C020,S491,Light,Neutral,18-24,7
C020,S492,Light,Neutral,18-24,6
C020,S281,Light,Neutral,18-24,5
C020,S357,Light,Neutral,18-24,4
C020,S077,Light,Neutral,18-24,6
C020,S462,Light,Neutral,18-24,6
C020,S498,Light,Neutral,18-24,8
C020,S212,Light,Neutral,18-24,4
C020,S102,Light,Neutral,18-24,8
C020,S335,Light,Neutral,18-24,6
C020,S476,Light,Neutral,18-24,6
C020,S337,Light,Neutral,18-24,9
C020,S441,Light,Neutral,18-24,5
C020,S174,Light,Neutral,18-24,7
C020,S003,Light,Neutral,18-24,6
C020,S334,Light,Neutral,18-24,8
C020,S410,Light,Neutral,18-24,7
C020,S071,Light,Neutral,18-24,5
C020,S210,Light,Neutral,18-24,6
C020,S064,Light,Neutral,18-24,7
C020,S385,Light,Neutral,18-24,5
C020,S094,Light,Neutral,18-24,6
C020,S486,Light,Neutral,18-24,7
C020,S186,Light,Neutral,18-24,7
C020,S034,Light,Neutral,18-24,7
C020,S078,Light,Neutral,18-24,6
C020,S001,Light,Neutral,18-24,6
C020,S012,Light,Neutral,18-24,8
C020,S416,Light,Neutral,18-24,6
C020,S023,Light,Neutral,18-24,7
C021,S362,Light,Warm,18-24,7
C021,S074,Light,Warm,18-24,5
C021,S375,Light,Warm,18-24,6
C021,S156,Light,Warm,18-24,6
C021,S105,Light,Warm,18-24,6
C021,S395,Light,Warm,18-24,7
C021,S378,Light,Warm,18-24,5
C021,S125,Light,Warm,18-24,5
C021,S069,Light,Warm,18-24,7
C021,S451,Light,Warm,18-24,8
C021,S010,Light,Warm,18-24,6
C021,S195,Light,Warm,18-24,6
C021,S407,Light,Warm,18-24,7
C021,S085,Light,Warm,18-24,6
C021,S372,Light,Warm,18-24,5
C021,S389,Light,Warm,18-24,4
C021,S496,Light,Warm,18-24,6
C021,S031,Light,Warm,18-24,3
C021,S317,Light,Warm,18-24,7
C021,S409,Light,Warm,18-24,5
C021,S491,Light,Warm,18-24,6
C021,S492,Light,Warm,18-24,8
C021,S281,Light,Warm,18-24,7
C021,S357,Light,Warm,18-24,5
C021,S077,Light,Warm,18-24,7
C021,S462,Light,Warm,18-24,5
C021,S498,Light,Warm,18-24,7
C021,S212,Light,Warm,18-24,3
C021,S102,Light,Warm,18-24,5
C021,S335,Light,Warm,18-24,5
C021,S476,Light,Warm,18-24,7
C021,S337,Light,Warm,18-24,7
C021,S441,Light,Warm,18-24,6
C021,S174,Light,Warm,18-24,5
C021,S003,Light,Warm,18-24,6
C021,S334,Light,Warm,18-24,9
C021,S410,Light,Warm,18-24,7
C021,S071,Light,Warm,18-24,7
C021,S210,Light,Warm,18-24,5
C021,S064,Light,Warm,18-24,6
C021,S385,Light,Warm,18-24,7
C021,S094,Light,Warm,18-24,6
C021,S486,Light,Warm,18-24,6
C021,S186,Light,Warm,18-24,6
C021,S034,Light,Warm,18-24,7
C021,S078,Light,Warm,18-24,5
C021,S001,Light,Warm,18-24,6
C021,S012,Light,Warm,18-24,9
C021,S416,Light,Warm,18-24,5
C021,S023,Light,Warm,18-24,9
C022,S362,Light,Cool,18-24,5
C022,S074,Light,Cool,18-24,3
C022,S375,Light,Cool,18-24,6
C022,S156,Light,Cool,18-24,7
C022,S105,Light,Cool,18-24,5
C022,S395,Light,Cool,18-24,6
C022,S378,Light,Cool,18-24,6
C022,S125,Light,Cool,18-24,5
C022,S069,Light,Cool,18-24,6
C022,S451,Light,Cool,18-24,5
C022,S010,Light,Cool,18-24,7
C022,S195,Light,Cool,18-24,5
C022,S407,Light,Cool,18-24,6
C022,S085,Light,Cool,18-24,3
C022,S372,Light,Cool,18-24,6
C022,S389,Light,Cool,18-24,4
C022,S496,Light,Cool,18-24,6
C022,S031,Light,Cool,18-24,6
C022,S317,Light,Cool,18-24,6
C022,S409,Light,Cool,18-24,4
C022,S491,Light,Cool,18-24,7
C022,S492,Light,Cool,18-24,7
C022,S281,Light,Cool,18-24,7
C022,S357,Light,Cool,18-24,6
C022,S077,Light,Cool,18-24,5
C022,S462,Light,Cool,18-24,6
C022,S498,Light,Cool,18-24,7
C022,S212,Light,Cool,18-24,7
C022,S102,Light,Cool,18-24,6
C022,S335,Light,Cool,18-24,5
C022,S476,Light,Cool,18-24,6
C022,S337,Light,Cool,18-24,6
C022,S441,Light,Cool,18-24,6
C022,S174,Light,Cool,18-24,8
C022,S003,Light,Cool,18-24,6
C022,S334,Light,Cool,18-24,5
C022,S410,Light,Cool,18-24,7
C022,S071,Light,Cool,18-24,7
C022,S210,Light,Cool,18-24,6
C022,S064,Light,Cool,18-24,5
C022,S385,Light,Cool,18-24,5
C022,S094,Light,Cool,18-24,7
C022,S486,Light,Cool,18-24,8
C022,S186,Light,Cool,18-24,5
C022,S034,Light,Cool,18-24,7
C022,S078,Light,Cool,18-24,6
C022,S001,Light,Cool,18-24,6
C022,S012,Light,Cool,18-24,6
C022,S416,Light,Cool,18-24,5
C022,S023,Light,Cool,18-24,6
C023,S362,Light,Warm,25-34,7
C023,S074,Light,Warm,25-34,5
C023,S375,Light,Warm,25-34,7
C023,S156,Light,Warm,25-34,7
C023,S105,Light,Warm,25-34,5
C023,S395,Light,Warm,25-34,7
C023,S378,Light,Warm,25-34,5
C023,S125,Light,Warm,25-34,6
C023,S069,Light,Warm,25-34,8
C023,S451,Light,Warm,25-34,7
C023,S010,Light,Warm,25-34,5
C023,S195,Light,Warm,25-34,6
C023,S407,Light,Warm,25-34,5
C023,S085,Light,Warm,25-34,7
C023,S372,Light,Warm,25-34,7
C023,S389,Light,Warm,25-34,6
C023,S496,Light,Warm,25-34,6
C023,S031,Light,Warm,25-34,5
C023,S317,Light,Warm,25-34,8
C023,S409,Light,Warm,25-34,6
C023,S491,Light,Warm,25-34,6
C023,S492,Light,Warm,25-34,8
C023,S281,Light,Warm,25-34,7
C023,S357,Light,Warm,25-34,4
C023,S077,Light,Warm,25-34,6
C023,S462,Light,Warm,25-34,5
C023,S498,Light,Warm,25-34,7
C023,S212,Light,Warm,25-34,6
C023,S102,Light,Warm,25-34,6
C023,S335,Light,Warm,25-34,6
C023,S476,Light,Warm,25-34,7
C023,S337,Light,Warm,25-34,5
C023,S441,Light,Warm,25-34,6
C023,S174,Light,Warm,25-34,6
C023,S003,Light,Warm,25-34,6
C023,S334,Light,Warm,25-34,8
C023,S410,Light,Warm,25-34,6
C023,S071,Light,Warm,25-34,6
C023,S210,Light,Warm,25-34,5
C023,S064,Light,Warm,25-34,8
C023,S385,Light,Warm,25-34,9
C023,S094,Light,Warm,25-34,6
C023,S486,Light,Warm,25-34,6
C023,S186,Light,Warm,25-34,5
C023,S034,Light,Warm,25-34,6
C023,S078,Light,Warm,25-34,6
C023,S001,Light,Warm,25-34,8
C023,S012,Light,Warm,25-34,7
C023,S416,Light,Warm,25-34,7
C023,S023,Light,Warm,25-34,6
C024,S362,Light,Warm,18-24,6
C024,S074,Light,Warm,18-24,7
C024,S375,Light,Warm,18-24,7
C024,S156,Light,Warm,18-24,2
C024,S105,Light,Warm,18-24,6
C024,S395,Light,Warm,18-24,9
C024,S378,Light,Warm,18-24,3
C024,S125,Light,Warm,18-24,7
C024,S069,Light,Warm,18-24,5
C024,S451,Light,Warm,18-24,7
C024,S010,Light,Warm,18-24,6
C024,S195,Light,Warm,18-24,4
C024,S407,Light,Warm,18-24,6
C024,S085,Light,Warm,18-24,7
C024,S372,Light,Warm,18-24,6
C024,S389,Light,Warm,18-24,6
C024,S496,Light,Warm,18-24,6
C024,S031,Light,Warm,18-24,3
C024,S317,Light,Warm,18-24,8
C024,S409,Light,Warm,18-24,7
C024,S491,Light,Warm,18-24,7
C024,S492,Light,Warm,18-24,6
C024,S281,Light,Warm,18-24,6
C024,S357,Light,Warm,18-24,4
C024,S077,Light,Warm,18-24,5
C024,S462,Light,Warm,18-24,6
C024,S498,Light,Warm,18-24,8
C024,S212,Light,Warm,18-24,4
C024,S102,Light,Warm,18-24,6
C024,S335,Light,Warm,18-24,6
C024,S476,Light,Warm,18-24,7
C024,S337,Light,Warm,18-24,8
C024,S441,Light,Warm,18-24,4
C024,S174,Light,Warm,18-24,6
C024,S003,Light,Warm,18-24,6
C024,S334,Light,Warm,18-24,9
C024,S410,Light,Warm,18-24,7
C024,S071,Light,Warm,18-24,7
C024,S210,Light,Warm,18-24,6
C024,S064,Light,Warm,18-24,7
C024,S385,Light,Warm,18-24,8
C024,S094,Light,Warm,18-24,6
C024,S486,Light,Warm,18-24,6
C024,S186,Light,Warm,18-24,5
C024,S034,Light,Warm,18-24,6
C024,S078,Light,Warm,18-24,7
C024,S001,Light,Warm,18-24,5
C024,S012,Light,Warm,18-24,9
C024,S416,Light,Warm,18-24,5
C024,S023,Light,Warm,18-24,9
C025,S362,Tan,Cool,18-24,7
C025,S074,Tan,Cool,18-24,5
C025,S375,Tan,Cool,18-24,5
C025,S156,Tan,Cool,18-24,8
C025,S105,Tan,Cool,18-24,7
C025,S395,Tan,Cool,18-24,6
C025,S378,Tan,Cool,18-24,6
C025,S125,Tan,Cool,18-24,7
C025,S069,Tan,Cool,18-24,6
C025,S451,Tan,Cool,18-24,6
C025,S010,Tan,Cool,18-24,5
C025,S195,Tan,Cool,18-24,4
C025,S407,Tan,Cool,18-24,9
C025,S085,Tan,Cool,18-24,7
C025,S372,Tan,Cool,18-24,7
C025,S389,Tan,Cool,18-24,5
C025,S496,Tan,Cool,18-24,7
C025,S031,Tan,Cool,18-24,5
C025,S317,Tan,Cool,18-24,6
C025,S409,Tan,Cool,18-24,7
C025,S491,Tan,Cool,18-24,8
C025,S492,Tan,Cool,18-24,8
C025,S281,Tan,Cool,18-24,5
C025,S357,Tan,Cool,18-24,6
C025,S077,Tan,Cool,18-24,6
C025,S462,Tan,Cool,18-24,5
C025,S498,Tan,Cool,18-24,5
C025,S212,Tan,Cool,18-24,8
C025,S102,Tan,Cool,18-24,5
C025,S335,Tan,Cool,18-24,5
C025,S476,Tan,Cool,18-24,5
C025,S337,Tan,Cool,18-24,6
C025,S441,Tan,Cool,18-24,9
C025,S174,Tan,Cool,18-24,9
C025,S003,Tan,Cool,18-24,7
C025,S334,Tan,Cool,18-24,5
C025,S410,Tan,Cool,18-24,6
C025,S071,Tan,Cool,18-24,4
C025,S210,Tan,Cool,18-24,7
C025,S064,Tan,Cool,18-24,9
C025,S385,Tan,Cool,18-24,5
C025,S094,Tan,Cool,18-24,8
C025,S486,Tan,Cool,18-24,8
C025,S186,Tan,Cool,18-24,6
C025,S034,Tan,Cool,18-24,8
C025,S078,Tan,Cool,18-24,6
C025,S001,Tan,Cool,18-24,6
C025,S012,Tan,Cool,18-24,7
C025,S416,Tan,Cool,18-24,8
C025,S023,Tan,Cool,18-24,8
C026,S362,Medium,Warm,25-34,7
C026,S074,Medium,Warm,25-34,6
C026,S375,Medium,Warm,25-34,5
C026,S156,Medium,Warm,25-34,5
C026,S105,Medium,Warm,25-34,7
C026,S395,Medium,Warm,25-34,4
C026,S378,Medium,Warm,25-34,3
C026,S125,Medium,Warm,25-34,6
C026,S069,Medium,Warm,25-34,8
C026,S451,Medium,Warm,25-34,7
C026,S010,Medium,Warm,25-34,5
C026,S195,Medium,Warm,25-34,4
C026,S407,Medium,Warm,25-34,6
C026,S085,Medium,Warm,25-34,7
C026,S372,Medium,Warm,25-34,5
C026,S389,Medium,Warm,25-34,6
C026,S496,Medium,Warm,25-34,6
C026,S031,Medium,Warm,25-34,5
C026,S317,Medium,Warm,25-34,7
C026,S409,Medium,Warm,25-34,8
C026,S491,Medium,Warm,25-34,5
C026,S492,Medium,Warm,25-34,7
C026,S281,Medium,Warm,25-34,5
C026,S357,Medium,Warm,25-34,3
C026,S077,Medium,Warm,25-34,6
C026,S462,Medium,Warm,25-34,5
C026,S498,Medium,Warm,25-34,6
C026,S212,Medium,Warm,25-34,5
C026,S102,Medium,Warm,25-34,6
C026,S335,Medium,Warm,25-34,6
C026,S476,Medium,Warm,25-34,6
C026,S337,Medium,Warm,25-34,6
C026,S441,Medium,Warm,25-34,6
C026,S174,Medium,Warm,25-34,5
C026,S003,Medium,Warm,25-34,5
C026,S334,Medium,Warm,25-34,4
C026,S410,Medium,Warm,25-34,6
C026,S071,Medium,Warm,25-34,7
C026,S210,Medium,Warm,25-34,5
C026,S064,Medium,Warm,25-34,7
C026,S385,Medium,Warm,25-34,7
C026,S094,Medium,Warm,25-34,6
C026,S486,Medium,Warm,25-34,5
C026,S186,Medium,Warm,25-34,6
C026,S034,Medium,Warm,25-34,6
C026,S078,Medium,Warm,25-34,6
C026,S001,Medium,Warm,25-34,6
C026,S012,Medium,Warm,25-34,6
C026,S416,Medium,Warm,25-34,5
C026,S023,Medium,Warm,25-34,7
C027,S362,Medium,Warm,18-24,9
C027,S074,Medium,Warm,18-24,6
C027,S375,Medium,Warm,18-24,7
C027,S156,Medium,Warm,18-24,6
C027,S105,Medium,Warm,18-24,7
C027,S395,Medium,Warm,18-24,5
C027,S378,Medium,Warm,18-24,4
C027,S125,Medium,Warm,18-24,5
C027,S069,Medium,Warm,18-24,6
C027,S451,Medium,Warm,18-24,6
C027,S010,Medium,Warm,18-24,5
C027,S195,Medium,Warm,18-24,7
C027,S407,Medium,Warm,18-24,8
C027,S085,Medium,Warm,18-24,6
C027,S372,Medium,Warm,18-24,6
C027,S389,Medium,Warm,18-24,6
C027,S496,Medium,Warm,18-24,6
C027,S031,Medium,Warm,18-24,5
C027,S317,Medium,Warm,18-24,7
C027,S409,Medium,Warm,18-24,7
C027,S491,Medium,Warm,18-24,6
C027,S492,Medium,Warm,18-24,7
C027,S281,Medium,Warm,18-24,8
C027,S357,Medium,Warm,18-24,4
C027,S077,Medium,Warm,18-24,6
C027,S462,Medium,Warm,18-24,6
C027,S498,Medium,Warm,18-24,5
C027,S212,Medium,Warm,18-24,4
C027,S102,Medium,Warm,18-24,6
C027,S335,Medium,Warm,18-24,6
C027,S476,Medium,Warm,18-24,6
C027,S337,Medium,Warm,18-24,5
C027,S441,Medium,Warm,18-24,7
C027,S174,Medium,Warm,18-24,7
C027,S003,Medium,Warm,18-24,5
C027,S334,Medium,Warm,18-24,6
C027,S410,Medium,Warm,18-24,6
C027,S071,Medium,Warm,18-24,7
C027,S210,Medium,Warm,18-24,7
C027,S064,Medium,Warm,18-24,7
C027,S385,Medium,Warm,18-24,8
C027,S094,Medium,Warm,18-24,6
C027,S486,Medium,Warm,18-24,7
C027,S186,Medium,Warm,18-24,5
C027,S034,Medium,Warm,18-24,6
C027,S078,Medium,Warm,18-24,7
C027,S001,Medium,Warm,18-24,5
C027,S012,Medium,Warm,18-24,5
C027,S416,Medium,Warm,18-24,6
C027,S023,Medium,Warm,18-24,7
C028,S362,Light,Warm,18-24,5
C028,S074,Light,Warm,18-24,6
C028,S375,Light,Warm,18-24,7
C028,S156,Light,Warm,18-24,9
C028,S105,Light,Warm,18-24,5
C028,S395,Light,Warm,18-24,5
C028,S378,Light,Warm,18-24,3
C028,S125,Light,Warm,18-24,6
C028,S069,Light,Warm,18-24,7
C028,S451,Light,Warm,18-24,7
C028,S010,Light,Warm,18-24,5
C028,S195,Light,Warm,18-24,4
C028,S407,Light,Warm,18-24,6
C028,S085,Light,Warm,18-24,6
C028,S372,Light,Warm,18-24,7
C028,S389,Light,Warm,18-24,5
C028,S496,Light,Warm,18-24,5
C028,S031,Light,Warm,18-24,4
C028,S317,Light,Warm,18-24,7
C028,S409,Light,Warm,18-24,6
C028,S491,Light,Warm,18-24,7
C028,S492,Light,Warm,18-24,8
C028,S281,Light,Warm,18-24,8
C028,S357,Light,Warm,18-24,5
C028,S077,Light,Warm,18-24,6
C028,S462,Light,Warm,18-24,6
C028,S498,Light,Warm,18-24,7
C028,S212,Light,Warm,18-24,5
C028,S102,Light,Warm,18-24,6
C028,S335,Light,Warm,18-24,5
C028,S476,Light,Warm,18-24,6
C028,S337,Light,Warm,18-24,6
C028,S441,Light,Warm,18-24,7
C028,S174,Light,Warm,18-24,6
C028,S003,Light,Warm,18-24,7
