consumer_id,shade_id,skin_tone,consumer_undertone,age_group,hedonic_score,image_file,color_family,undertone,finish,L_star,a_star,b_star,hue_deg,saturation,brightness
C026,S335,Medium,Warm,25-34,6,IMG_335.png,Orange,Neutral,Glossy,65.14,24.44,42.18,59.91,99.55,65.56
C026,S476,Medium,Warm,25-34,6,IMG_476.png,Mauve,Warm,Matte,60.59,26.41,8.59,18.01,68.95,60.25
C026,S337,Medium,Warm,25-34,6,IMG_337.png,Pink,Neutral,Satin,60.41,30.57,8.81,16.07,80.2,58.23
C026,S441,Medium,Warm,25-34,6,IMG_441.png,Coral,Neutral,Satin,50.89,43.17,19.48,24.29,96.73,50.39
C026,S174,Medium,Warm,25-34,5,IMG_174.png,Coral,Cool,Matte,60.02,33.42,19.58,30.36,79.89,60.94
C026,S003,Medium,Warm,25-34,5,IMG_003.png,Nude,Cool,Glossy,61.7,15.08,5.74,20.85,56.97,60.84
C026,S334,Medium,Warm,25-34,4,IMG_334.png,Pink,Warm,Glossy,53.81,29.68,12.52,22.87,80.21,54.8
C026,S410,Medium,Warm,25-34,6,IMG_410.png,Pink,Cool,Glossy,72.37,34.7,6.55,10.69,81.42,73.34
C026,S071,Medium,Warm,25-34,7,IMG_071.png,Mauve,Warm,Matte,46.67,24.65,9.83,21.74,65.36,48.47
C026,S210,Medium,Warm,25-34,5,IMG_210.png,Mauve,Neutral,Satin,48.16,28.2,0.31,0.63,72.26,47.88
C026,S064,Medium,Warm,25-34,7,IMG_064.png,Nude,Neutral,Matte,57.68,8.49,1.18,7.9,46.71,62.52
C026,S385,Medium,Warm,25-34,7,IMG_385.png,Berry,Warm,Satin,54.08,40.96,-4.88,353.21,89.28,56.18
C026,S094,Medium,Warm,25-34,6,IMG_094.png,Nude,Cool,Matte,52.28,4.76,16.16,73.58,53.43,48.56
C026,S486,Medium,Warm,25-34,5,IMG_486.png,Coral,Cool,Satin,56.54,36.42,21.42,30.47,88.45,57.18
C026,S186,Medium,Warm,25-34,6,IMG_186.png,Plum,Neutral,Satin,36.97,30.89,-11.08,340.27,75.99,35.73
C026,S034,Medium,Warm,25-34,6,IMG_034.png,Mauve,Cool,Matte,54.83,30.06,0.19,0.36,73.34,54.83
C026,S078,Medium,Warm,25-34,6,IMG_078.png,Plum,Warm,Satin,39.28,31.21,-5.96,349.19,72.75,39.35
C026,S001,Medium,Warm,25-34,6,IMG_001.png,Nude,Neutral,Glossy,67.64,6.24,9.49,56.65,53.13,67.01
C026,S012,Medium,Warm,25-34,6,IMG_012.png,Pink,Neutral,Matte,57.46,29.6,-0.44,359.15,65.33,54.81
C026,S416,Medium,Warm,25-34,5,IMG_416.png,Berry,Cool,Glossy,44.52,42.13,-10.82,345.6,74.33,43.28
C026,S023,Medium,Warm,25-34,7,IMG_023.png,Pink,Warm,Glossy,59.29,31.43,20.39,32.97,79.16,61.5
C027,S362,Medium,Warm,18-24,9,IMG_362.png,Coral,Warm,Glossy,44.59,39.79,42.75,47.06,100.0,42.55
C027,S074,Medium,Warm,18-24,6,IMG_074.png,Brown,Warm,Satin,33.57,18.57,30.19,58.4,74.8,34.04
C027,S375,Medium,Warm,18-24,7,IMG_375.png,Mauve,Warm,Matte,48.6,21.85,14.88,34.26,58.85,46.15
C027,S156,Medium,Warm,18-24,6,IMG_156.png,Berry,Cool,Matte,49.66,32.99,2.37,4.12,81.61,49.8
C027,S105,Medium,Warm,18-24,7,IMG_105.png,Orange,Neutral,Satin,43.96,31.98,45.0,54.6,95.09,43.2
C027,S395,Medium,Warm,18-24,5,IMG_395.png,Pink,Neutral,Matte,63.76,31.9,3.06,5.49,67.76,62.34
C027,S378,Medium,Warm,18-24,4,IMG_378.png,Plum,Cool,Satin,34.57,36.3,-11.39,342.58,79.39,34.97
C027,S125,Medium,Warm,18-24,5,IMG_125.png,Brown,Warm,Satin,37.1,19.35,27.23,54.6,83.32,36.88
C027,S069,Medium,Warm,18-24,6,IMG_069.png,Mauve,Warm,Satin,50.92,23.73,4.49,10.72,61.53,52.34
C027,S451,Medium,Warm,18-24,6,IMG_451.png,Berry,Warm,Satin,46.36,43.95,-0.07,359.91,87.49,43.78
C027,S010,Medium,Warm,18-24,5,IMG_010.png,Orange,Cool,Matte,64.14,27.86,33.47,50.22,86.36,65.06
C027,S195,Medium,Warm,18-24,7,IMG_195.png,Plum,Warm,Matte,30.1,24.27,-9.32,338.99,62.78,30.42
C027,S407,Medium,Warm,18-24,8,IMG_407.png,Coral,Cool,Matte,45.34,34.17,21.6,32.3,88.31,44.23
C027,S085,Medium,Warm,18-24,6,IMG_085.png,Orange,Warm,Satin,44.61,33.92,42.86,51.64,93.54,46.28
C027,S372,Medium,Warm,18-24,6,IMG_372.png,Berry,Neutral,Satin,51.76,37.7,9.95,14.78,80.47,50.23
C027,S389,Medium,Warm,18-24,6,IMG_389.png,Berry,Neutral,Glossy,37.98,38.26,-5.12,352.38,79.83,35.73
C027,S496,Medium,Warm,18-24,6,IMG_496.png,Orange,Neutral,Satin,63.61,26.61,43.06,58.29,94.45,62.31
C027,S031,Medium,Warm,18-24,5,IMG_031.png,Plum,Neutral,Satin,29.74,29.53,-15.0,333.07,69.1,34.0
C027,S317,Medium,Warm,18-24,7,IMG_317.png,Nude,Warm,Glossy,49.49,17.95,18.57,45.98,72.61,52.36
C027,S409,Medium,Warm,18-24,7,IMG_409.png,Red,Neutral,Glossy,41.5,45.1,20.21,24.14,94.06,40.62
C027,S491,Medium,Warm,18-24,6,IMG_491.png,Coral,Cool,Matte,63.93,27.99,18.86,33.97,73.98,62.27
C027,S492,Medium,Warm,18-24,7,IMG_492.png,Mauve,Warm,Glossy,55.1,22.72,7.8,18.95,61.46,53.01
C027,S281,Medium,Warm,18-24,8,IMG_281.png,Orange,Warm,Matte,60.83,29.03,43.83,56.48,100.0,60.4
C027,S357,Medium,Warm,18-24,4,IMG_357.png,Brown,Cool,Matte,26.54,8.39,10.47,51.3,56.74,27.15
C027,S077,Medium,Warm,18-24,6,IMG_077.png,Mauve,Warm,Matte,41.89,27.69,3.2,6.6,63.54,42.78
C027,S462,Medium,Warm,18-24,6,IMG_462.png,Orange,Cool,Matte,62.73,31.4,31.55,45.13,93.64,64.55
C027,S498,Medium,Warm,18-24,5,IMG_498.png,Pink,Neutral,Matte,62.17,31.28,11.43,20.08,85.25,62.51
C027,S212,Medium,Warm,18-24,4,IMG_212.png,Plum,Cool,Matte,36.22,24.36,-15.0,328.38,59.84,36.7
C027,S102,Medium,Warm,18-24,6,IMG_102.png,Orange,Neutral,Satin,67.72,35.5,37.34,46.45,90.45,67.09
C027,S335,Medium,Warm,18-24,6,IMG_335.png,Orange,Neutral,Glossy,65.14,24.44,42.18,59.91,99.55,65.56
C027,S476,Medium,Warm,18-24,6,IMG_476.png,Mauve,Warm,Matte,60.59,26.41,8.59,18.01,68.95,60.25
C027,S337,Medium,Warm,18-24,5,IMG_337.png,Pink,Neutral,Satin,60.41,30.57,8.81,16.07,80.2,58.23
C027,S441,Medium,Warm,18-24,7,IMG_441.png,Coral,Neutral,Satin,50.89,43.17,19.48,24.29,96.73,50.39
C027,S174,Medium,Warm,18-24,7,IMG_174.png,Coral,Cool,Matte,60.02,33.42,19.58,30.36,79.89,60.94
C027,S003,Medium,Warm,18-24,5,IMG_003.png,Nude,Cool,Glossy,61.7,15.08,5.74,20.85,56.97,60.84
C027,S334,Medium,Warm,18-24,6,IMG_334.png,Pink,Warm,Glossy,53.81,29.68,12.52,22.87,80.21,54.8
C027,S410,Medium,Warm,18-24,6,IMG_410.png,Pink,Cool,Glossy,72.37,34.7,6.55,10.69,81.42,73.34
C027,S071,Medium,Warm,18-24,7,IMG_071.png,Mauve,Warm,Matte,46.67,24.65,9.83,21.74,65.36,48.47
C027,S210,Medium,Warm,18-24,7,IMG_210.png,Mauve,Neutral,Satin,48.16,28.2,0.31,0.63,72.26,47.88
C027,S064,Medium,Warm,18-24,7,IMG_064.png,Nude,Neutral,Matte,57.68,8.49,1.18,7.9,46.71,62.52
C027,S385,Medium,Warm,18-24,8,IMG_385.png,Berry,Warm,Satin,54.08,40.96,-4.88,353.21,89.28,56.18
C027,S094,Medium,Warm,18-24,6,IMG_094.png,Nude,Cool,Matte,52.28,4.76,16.16,73.58,53.43,48.56
C027,S486,Medium,Warm,18-24,7,IMG_486.png,Coral,Cool,Satin,56.54,36.42,21.42,30.47,88.45,57.18
C027,S186,Medium,Warm,18-24,5,IMG_186.png,Plum,Neutral,Satin,36.97,30.89,-11.08,340.27,75.99,35.73
C027,S034,Medium,Warm,18-24,6,IMG_034.png,Mauve,Cool,Matte,54.83,30.06,0.19,0.36,73.34,54.83
C027,S078,Medium,Warm,18-24,7,IMG_078.png,Plum,Warm,Satin,39.28,31.21,-5.96,349.19,72.75,39.35
C027,S001,Medium,Warm,18-24,5,IMG_001.png,Nude,Neutral,Glossy,67.64,6.24,9.49,56.65,53.13,67.01
C027,S012,Medium,Warm,18-24,5,IMG_012.png,Pink,Neutral,Matte,57.46,29.6,-0.44,359.15,65.33,54.81
C027,S416,Medium,Warm,18-24,6,IMG_416.png,Berry,Cool,Glossy,44.52,42.13,-10.82,345.6,74.33,43.28
C027,S023,Medium,Warm,18-24,7,IMG_023.png,Pink,Warm,Glossy,59.29,31.43,20.39,32.97,79.16,61.5
C028,S362,Light,Warm,18-24,5,IMG_362.png,Coral,Warm,Glossy,44.59,39.79,42.75,47.06,100.0,42.55
C028,S074,Light,Warm,18-24,6,IMG_074.png,Brown,Warm,Satin,33.57,18.57,30.19,58.4,74.8,34.04
C028,S375,Light,Warm,18-24,7,IMG_375.png,Mauve,Warm,Matte,48.6,21.85,14.88,34.26,58.85,46.15
C028,S156,Light,Warm,18-24,9,IMG_156.png,Berry,Cool,Matte,49.66,32.99,2.37,4.12,81.61,49.8
C028,S105,Light,Warm,18-24,5,IMG_105.png,Orange,Neutral,Satin,43.96,31.98,45.0,54.6,95.09,43.2
C028,S395,Light,Warm,18-24,5,IMG_395.png,Pink,Neutral,Matte,63.76,31.9,3.06,5.49,67.76,62.34
C028,S378,Light,Warm,18-24,3,IMG_378.png,Plum,Cool,Satin,34.57,36.3,-11.39,342.58,79.39,34.97
C028,S125,Light,Warm,18-24,6,IMG_125.png,Brown,Warm,Satin,37.1,19.35,27.23,54.6,83.32,36.88
C028,S069,Light,Warm,18-24,7,IMG_069.png,Mauve,Warm,Satin,50.92,23.73,4.49,10.72,61.53,52.34
C028,S451,Light,Warm,18-24,7,IMG_451.png,Berry,Warm,Satin,46.36,43.95,-0.07,359.91,87.49,43.78
C028,S010,Light,Warm,18-24,5,IMG_010.png,Orange,Cool,Matte,64.14,27.86,33.47,50.22,86.36,65.06
C028,S195,Light,Warm,18-24,4,IMG_195.png,Plum,Warm,Matte,30.1,24.27,-9.32,338.99,62.78,30.42
C028,S407,Light,Warm,18-24,6,IMG_407.png,Coral,Cool,Matte,45.34,34.17,21.6,32.3,88.31,44.23
C028,S085,Light,Warm,18-24,6,IMG_085.png,Orange,Warm,Satin,44.61,33.92,42.86,51.64,93.54,46.28
C028,S372,Light,Warm,18-24,7,IMG_372.png,Berry,Neutral,Satin,51.76,37.7,9.95,14.78,80.47,50.23
C028,S389,Light,Warm,18-24,5,IMG_389.png,Berry,Neutral,Glossy,37.98,38.26,-5.12,352.38,79.83,35.73
C028,S496,Light,Warm,18-24,5,IMG_496.png,Orange,Neutral,Satin,63.61,26.61,43.06,58.29,94.45,62.31
C028,S031,Light,Warm,18-24,4,IMG_031.png,Plum,Neutral,Satin,29.74,29.53,-15.0,333.07,69.1,34.0
C028,S317,Light,Warm,18-24,7,IMG_317.png,Nude,Warm,Glossy,49.49,17.95,18.57,45.98,72.61,52.36
C028,S409,Light,Warm,18-24,6,IMG_409.png,Red,Neutral,Glossy,41.5,45.1,20.21,24.14,94.06,40.62
C028,S491,Light,Warm,18-24,7,IMG_491.png,Coral,Cool,Matte,63.93,27.99,18.86,33.97,73.98,62.27
C028,S492,Light,Warm,18-24,8,IMG_492.png,Mauve,Warm,Glossy,55.1,22.72,7.8,18.95,61.46,53.01
C028,S281,Light,Warm,18-24,8,IMG_281.png,Orange,Warm,Matte,60.83,29.03,43.83,56.48,100.0,60.4
C028,S357,Light,Warm,18-24,5,IMG_357.png,Brown,Cool,Matte,26.54,8.39,10.47,51.3,56.74,27.15
C028,S077,Light,Warm,18-24,6,IMG_077.png,Mauve,Warm,Matte,41.89,27.69,3.2,6.6,63.54,42.78
C028,S462,Light,Warm,18-24,6,IMG_462.png,Orange,Cool,Matte,62.73,31.4,31.55,45.13,93.64,64.55
C028,S498,Light,Warm,18-24,7,IMG_498.png,Pink,Neutral,Matte,62.17,31.28,11.43,20.08,85.25,62.51
C028,S212,Light,Warm,18-24,5,IMG_212.png,Plum,Cool,Matte,36.22,24.36,-15.0,328.38,59.84,36.7
C028,S102,Light,Warm,18-24,6,IMG_102.png,Orange,Neutral,Satin,67.72,35.5,37.34,46.45,90.45,67.09
C028,S335,Light,Warm,18-24,5,IMG_335.png,Orange,Neutral,Glossy,65.14,24.44,42.18,59.91,99.55,65.56
C028,S476,Light,Warm,18-24,6,IMG_476.png,Mauve,Warm,Matte,60.59,26.41,8.59,18.01,68.95,60.25
C028,S337,Light,Warm,18-24,6,IMG_337.png,Pink,Neutral,Satin,60.41,30.57,8.81,16.07,80.2,58.23
C028,S441,Light,Warm,18-24,7,IMG_441.png,Coral,Neutral,Satin,50.89,43.17,19.48,24.29,96.73,50.39
C028,S174,Light,Warm,18-24,6,IMG_174.png,Coral,Cool,Matte,60.02,33.42,19.58,30.36,79.89,60.94
C028,S003,Light,Warm,18-24,7,IMG_003.png,Nude,Cool,Glossy,61.7,15.08,5.74,20.85,56.97,60.84
C028,S334,Light,Warm,18-24,8,IMG_334.png,Pink,Warm,Glossy,53.81,29.68,12.52,22.87,80.21,54.8
C028,S410,Light,Warm,18-24,6,IMG_410.png,Pink,Cool,Glossy,72.37,34.7,6.55,10.69,81.42,73.34
C028,S071,Light,Warm,18-24,7,IMG_071.png,Mauve,Warm,Matte,46.67,24.65,9.83,21.74,65.36,48.47
C028,S210,Light,Warm,18-24,5,IMG_210.png,Mauve,Neutral,Satin,48.16,28.2,0.31,0.63,72.26,47.88
C028,S064,Light,Warm,18-24,7,IMG_064.png,Nude,Neutral,Matte,57.68,8.49,1.18,7.9,46.71,62.52
C028,S385,Light,Warm,18-24,8,IMG_385.png,Berry,Warm,Satin,54.08,40.96,-4.88,353.21,89.28,56.18
C028,S094,Light,Warm,18-24,4,IMG_094.png,Nude,Cool,Matte,52.28,4.76,16.16,73.58,53.43,48.56
C028,S486,Light,Warm,18-24,6,IMG_486.png,Coral,Cool,Satin,56.54,36.42,21.42,30.47,88.45,57.18
C028,S186,Light,Warm,18-24,6,IMG_186.png,Plum,Neutral,Satin,36.97,30.89,-11.08,340.27,75.99,35.73
C028,S034,Light,Warm,18-24,6,IMG_034.png,Mauve,Cool,Matte,54.83,30.06,0.19,0.36,73.34,54.83
C028,S078,Light,Warm,18-24,7,IMG_078.png,Plum,Warm,Satin,39.28,31.21,-5.96,349.19,72.75,39.35
C028,S001,Light,Warm,18-24,6,IMG_001.png,Nude,Neutral,Glossy,67.64,6.24,9.49,56.65,53.13,67.01
C028,S012,Light,Warm,18-24,8,IMG_012.png,Pink,Neutral,Matte,57.46,29.6,-0.44,359.15,65.33,54.81
C028,S416,Light,Warm,18-24,7,IMG_416.png,Berry,Cool,Glossy,44.52,42.13,-10.82,345.6,74.33,43.28
C028,S023,Light,Warm,18-24,7,IMG_023.png,Pink,Warm,Glossy,59.29,31.43,20.39,32.97,79.16,61.5
C029,S362,Light,Neutral,25-34,4,IMG_362.png,Coral,Warm,Glossy,44.59,39.79,42.75,47.06,100.0,42.55
C029,S074,Light,Neutral,25-34,7,IMG_074.png,Brown,Warm,Satin,33.57,18.57,30.19,58.4,74.8,34.04
C029,S375,Light,Neutral,25-34,5,IMG_375.png,Mauve,Warm,Matte,48.6,21.85,14.88,34.26,58.85,46.15
C029,S156,Light,Neutral,25-34,5,IMG_156.png,Berry,Cool,Matte,49.66,32.99,2.37,4.12,81.61,49.8
C029,S105,Light,Neutral,25-34,7,IMG_105.png,Orange,Neutral,Satin,43.96,31.98,45.0,54.6,95.09,43.2
C029,S395,Light,Neutral,25-34,8,IMG_395.png,Pink,Neutral,Matte,63.76,31.9,3.06,5.49,67.76,62.34
C029,S378,Light,Neutral,25-34,6,IMG_378.png,Plum,Cool,Satin,34.57,36.3,-11.39,342.58,79.39,34.97
C029,S125,Light,Neutral,25-34,6,IMG_125.png,Brown,Warm,Satin,37.1,19.35,27.23,54.6,83.32,36.88
C029,S069,Light,Neutral,25-34,6,IMG_069.png,Mauve,Warm,Satin,50.92,23.73,4.49,10.72,61.53,52.34
C029,S451,Light,Neutral,25-34,6,IMG_451.png,Berry,Warm,Satin,46.36,43.95,-0.07,359.91,87.49,43.78
C029,S010,Light,Neutral,25-34,7,IMG_010.png,Orange,Cool,Matte,64.14,27.86,33.47,50.22,86.36,65.06
C029,S195,Light,Neutral,25-34,6,IMG_195.png,Plum,Warm,Matte,30.1,24.27,-9.32,338.99,62.78,30.42
C029,S407,Light,Neutral,25-34,6,IMG_407.png,Coral,Cool,Matte,45.34,34.17,21.6,32.3,88.31,44.23
C029,S085,Light,Neutral,25-34,7,IMG_085.png,Orange,Warm,Satin,44.61,33.92,42.86,51.64,93.54,46.28
C029,S372,Light,Neutral,25-34,8,IMG_372.png,Berry,Neutral,Satin,51.76,37.7,9.95,14.78,80.47,50.23
C029,S389,Light,Neutral,25-34,6,IMG_389.png,Berry,Neutral,Glossy,37.98,38.26,-5.12,352.38,79.83,35.73
C029,S496,Light,Neutral,25-34,8,IMG_496.png,Orange,Neutral,Satin,63.61,26.61,43.06,58.29,94.45,62.31
C029,S031,Light,Neutral,25-34,7,IMG_031.png,Plum,Neutral,Satin,29.74,29.53,-15.0,333.07,69.1,34.0
C029,S317,Light,Neutral,25-34,8,IMG_317.png,Nude,Warm,Glossy,49.49,17.95,18.57,45.98,72.61,52.36
C029,S409,Light,Neutral,25-34,7,IMG_409.png,Red,Neutral,Glossy,41.5,45.1,20.21,24.14,94.06,40.62
C029,S491,Light,Neutral,25-34,6,IMG_491.png,Coral,Cool,Matte,63.93,27.99,18.86,33.97,73.98,62.27
C029,S492,Light,Neutral,25-34,6,IMG_492.png,Mauve,Warm,Glossy,55.1,22.72,7.8,18.95,61.46,53.01
C029,S281,Light,Neutral,25-34,7,IMG_281.png,Orange,Warm,Matte,60.83,29.03,43.83,56.48,100.0,60.4
C029,S357,Light,Neutral,25-34,7,IMG_357.png,Brown,Cool,Matte,26.54,8.39,10.47,51.3,56.74,27.15
C029,S077,Light,Neutral,25-34,6,IMG_077.png,Mauve,Warm,Matte,41.89,27.69,3.2,6.6,63.54,42.78
C029,S462,Light,Neutral,25-34,6,IMG_462.png,Orange,Cool,Matte,62.73,31.4,31.55,45.13,93.64,64.55
C029,S498,Light,Neutral,25-34,7,IMG_498.png,Pink,Neutral,Matte,62.17,31.28,11.43,20.08,85.25,62.51
C029,S212,Light,Neutral,25-34,5,IMG_212.png,Plum,Cool,Matte,36.22,24.36,-15.0,328.38,59.84,36.7
C029,S102,Light,Neutral,25-34,6,IMG_102.png,Orange,Neutral,Satin,67.72,35.5,37.34,46.45,90.45,67.09
C029,S335,Light,Neutral,25-34,7,IMG_335.png,Orange,Neutral,Glossy,65.14,24.44,42.18,59.91,99.55,65.56
C029,S476,Light,Neutral,25-34,8,IMG_476.png,Mauve,Warm,Matte,60.59,26.41,8.59,18.01,68.95,60.25
C029,S337,Light,Neutral,25-34,7,IMG_337.png,Pink,Neutral,Satin,60.41,30.57,8.81,16.07,80.2,58.23
C029,S441,Light,Neutral,25-34,7,IMG_441.png,Coral,Neutral,Satin,50.89,43.17,19.48,24.29,96.73,50.39
C029,S174,Light,Neutral,25-34,6,IMG_174.png,Coral,Cool,Matte,60.02,33.42,19.58,30.36,79.89,60.94
C029,S003,Light,Neutral,25-34,7,IMG_003.png,Nude,Cool,Glossy,61.7,15.08,5.74,20.85,56.97,60.84
C029,S334,Light,Neutral,25-34,7,IMG_334.png,Pink,Warm,Glossy,53.81,29.68,12.52,22.87,80.21,54.8
C029,S410,Light,Neutral,25-34,7,IMG_410.png,Pink,Cool,Glossy,72.37,34.7,6.55,10.69,81.42,73.34
C029,S071,Light,Neutral,25-34,6,IMG_071.png,Mauve,Warm,Matte,46.67,24.65,9.83,21.74,65.36,48.47
C029,S210,Light,Neutral,25-34,7,IMG_210.png,Mauve,Neutral,Satin,48.16,28.2,0.31,0.63,72.26,47.88
C029,S064,Light,Neutral,25-34,7,IMG_064.png,Nude,Neutral,Matte,57.68,8.49,1.18,7.9,46.71,62.52
C029,S385,Light,Neutral,25-34,7,IMG_385.png,Berry,Warm,Satin,54.08,40.96,-4.88,353.21,89.28,56.18
C029,S094,Light,Neutral,25-34,6,IMG_094.png,Nude,Cool,Matte,52.28,4.76,16.16,73.58,53.43,48.56
C029,S486,Light,Neutral,25-34,7,IMG_486.png,Coral,Cool,Satin,56.54,36.42,21.42,30.47,88.45,57.18
C029,S186,Light,Neutral,25-34,6,IMG_186.png,Plum,Neutral,Satin,36.97,30.89,-11.08,340.27,75.99,35.73
C029,S034,Light,Neutral,25-34,7,IMG_034.png,Mauve,Cool,Matte,54.83,30.06,0.19,0.36,73.34,54.83
C029,S078,Light,Neutral,25-34,5,IMG_078.png,Plum,Warm,Satin,39.28,31.21,-5.96,349.19,72.75,39.35
C029,S001,Light,Neutral,25-34,6,IMG_001.png,Nude,Neutral,Glossy,67.64,6.24,9.49,56.65,53.13,67.01
C029,S012,Light,Neutral,25-34,9,IMG_012.png,Pink,Neutral,Matte,57.46,29.6,-0.44,359.15,65.33,54.81
C029,S416,Light,Neutral,25-34,8,IMG_416.png,Berry,Cool,Glossy,44.52,42.13,-10.82,345.6,74.33,43.28
C029,S023,Light,Neutral,25-34,5,IMG_023.png,Pink,Warm,Glossy,59.29,31.43,20.39,32.97,79.16,61.5
C030,S362,Medium,Warm,18-24,6,IMG_362.png,Coral,Warm,Glossy,44.59,39.79,42.75,47.06,100.0,42.55
C030,S074,Medium,Warm,18-24,5,IMG_074.png,Brown,Warm,Satin,33.57,18.57,30.19,58.4,74.8,34.04
C030,S375,Medium,Warm,18-24,7,IMG_375.png,Mauve,Warm,Matte,48.6,21.85,14.88,34.26,58.85,46.15
C030,S156,Medium,Warm,18-24,7,IMG_156.png,Berry,Cool,Matte,49.66,32.99,2.37,4.12,81.61,49.8
C030,S105,Medium,Warm,18-24,6,IMG_105.png,Orange,Neutral,Satin,43.96,31.98,45.0,54.6,95.09,43.2
C030,S395,Medium,Warm,18-24,5,IMG_395.png,Pink,Neutral,Matte,63.76,31.9,3.06,5.49,67.76,62.34
C030,S378,Medium,Warm,18-24,5,IMG_378.png,Plum,Cool,Satin,34.57,36.3,-11.39,342.58,79.39,34.97
C030,S125,Medium,Warm,18-24,5,IMG_125.png,Brown,Warm,Satin,37.1,19.35,27.23,54.6,83.32,36.88
C030,S069,Medium,Warm,18-24,7,IMG_069.png,Mauve,Warm,Satin,50.92,23.73,4.49,10.72,61.53,52.34
C030,S451,Medium,Warm,18-24,7,IMG_451.png,Berry,Warm,Satin,46.36,43.95,-0.07,359.91,87.49,43.78
C030,S010,Medium,Warm,18-24,4,IMG_010.png,Orange,Cool,Matte,64.14,27.86,33.47,50.22,86.36,65.06
C030,S195,Medium,Warm,18-24,4,IMG_195.png,Plum,Warm,Matte,30.1,24.27,-9.32,338.99,62.78,30.42
C030,S407,Medium,Warm,18-24,5,IMG_407.png,Coral,Cool,Matte,45.34,34.17,21.6,32.3,88.31,44.23
C030,S085,Medium,Warm,18-24,7,IMG_085.png,Orange,Warm,Satin,44.61,33.92,42.86,51.64,93.54,46.28
C030,S372,Medium,Warm,18-24,7,IMG_372.png,Berry,Neutral,Satin,51.76,37.7,9.95,14.78,80.47,50.23
C030,S389,Medium,Warm,18-24,6,IMG_389.png,Berry,Neutral,Glossy,37.98,38.26,-5.12,352.38,79.83,35.73
C030,S496,Medium,Warm,18-24,4,IMG_496.png,Orange,Neutral,Satin,63.61,26.61,43.06,58.29,94.45,62.31
C030,S031,Medium,Warm,18-24,3,IMG_031.png,Plum,Neutral,Satin,29.74,29.53,-15.0,333.07,69.1,34.0
C030,S317,Medium,Warm,18-24,9,IMG_317.png,Nude,Warm,Glossy,49.49,17.95,18.57,45.98,72.61,52.36
C030,S409,Medium,Warm,18-24,3,IMG_409.png,Red,Neutral,Glossy,41.5,45.1,20.21,24.14,94.06,40.62
C030,S491,Medium,Warm,18-24,6,IMG_491.png,Coral,Cool,Matte,63.93,27.99,18.86,33.97,73.98,62.27
C030,S492,Medium,Warm,18-24,5,IMG_492.png,Mauve,Warm,Glossy,55.1,22.72,7.8,18.95,61.46,53.01
C030,S281,Medium,Warm,18-24,7,IMG_281.png,Orange,Warm,Matte,60.83,29.03,43.83,56.48,100.0,60.4
C030,S357,Medium,Warm,18-24,3,IMG_357.png,Brown,Cool,Matte,26.54,8.39,10.47,51.3,56.74,27.15
C030,S077,Medium,Warm,18-24,7,IMG_077.png,Mauve,Warm,Matte,41.89,27.69,3.2,6.6,63.54,42.78
C030,S462,Medium,Warm,18-24,8,IMG_462.png,Orange,Cool,Matte,62.73,31.4,31.55,45.13,93.64,64.55
C030,S498,Medium,Warm,18-24,4,IMG_498.png,Pink,Neutral,Matte,62.17,31.28,11.43,20.08,85.25,62.51
C030,S212,Medium,Warm,18-24,5,IMG_212.png,Plum,Cool,Matte,36.22,24.36,-15.0,328.38,59.84,36.7
C030,S102,Medium,Warm,18-24,4,IMG_102.png,Orange,Neutral,Satin,67.72,35.5,37.34,46.45,90.45,67.09
C030,S335,Medium,Warm,18-24,6,IMG_335.png,Orange,Neutral,Glossy,65.14,24.44,42.18,59.91,99.55,65.56
C030,S476,Medium,Warm,18-24,6,IMG_476.png,Mauve,Warm,Matte,60.59,26.41,8.59,18.01,68.95,60.25
C030,S337,Medium,Warm,18-24,6,IMG_337.png,Pink,Neutral,Satin,60.41,30.57,8.81,16.07,80.2,58.23
C030,S441,Medium,Warm,18-24,6,IMG_441.png,Coral,Neutral,Satin,50.89,43.17,19.48,24.29,96.73,50.39
C030,S174,Medium,Warm,18-24,6,IMG_174.png,Coral,Cool,Matte,60.02,33.42,19.58,30.36,79.89,60.94
C030,S003,Medium,Warm,18-24,5,IMG_003.png,Nude,Cool,Glossy,61.7,15.08,5.74,20.85,56.97,60.84
C030,S334,Medium,Warm,18-24,8,IMG_334.png,Pink,Warm,Glossy,53.81,29.68,12.52,22.87,80.21,54.8
C030,S410,Medium,Warm,18-24,4,IMG_410.png,Pink,Cool,Glossy,72.37,34.7,6.55,10.69,81.42,73.34
C030,S071,Medium,Warm,18-24,6,IMG_071.png,Mauve,Warm,Matte,46.67,24.65,9.83,21.74,65.36,48.47
C030,S210,Medium,Warm,18-24,7,IMG_210.png,Mauve,Neutral,Satin,48.16,28.2,0.31,0.63,72.26,47.88
C030,S064,Medium,Warm,18-24,7,IMG_064.png,Nude,Neutral,Matte,57.68,8.49,1.18,7.9,46.71,62.52
C030,S385,Medium,Warm,18-24,9,IMG_385.png,Berry,Warm,Satin,54.08,40.96,-4.88,353.21,89.28,56.18
C030,S094,Medium,Warm,18-24,8,IMG_094.png,Nude,Cool,Matte,52.28,4.76,16.16,73.58,53.43,48.56
C030,S486,Medium,Warm,18-24,5,IMG_486.png,Coral,Cool,Satin,56.54,36.42,21.42,30.47,88.45,57.18
C030,S186,Medium,Warm,18-24,5,IMG_186.png,Plum,Neutral,Satin,36.97,30.89,-11.08,340.27,75.99,35.73
