,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,category,joined,brand,product,shade,img_url,shade_description_original,id,validation,img_name,mean_lab,peak_lab,sd_color,ground_truth,ground_truth_CIELAB,diff_lab,diff_peak_black,diff_peak_white,mean_lab_2,peak_lab_2,diff_lab_2,mean_lab_3,peak_lab_3,diff_lab_3,Claude_CIELAB,Claude_message,diff_llm_lab,is_list_LLM,Claude_message_2,Claude_CIELAB_2,is_list_LLM_2,diff_llm_lab_2,hex_colors,Circle,color_group,median_hex_group,median_hex_circle
266,145,145,145,lipstick,haus labs by lady gaga le monster lip crayon vegan lipstick and lip liner peach matte,haus labs by lady gaga,le monster lip crayon vegan lipstick and lip liner,peach matte,"https://haus-laboratories.imgix.net/products/uglvaewA_PeachMatte_1534x.jpg?v=1681976722&auto=format,compress",warm light orange peach,155,True,uglvaewA_PeachMatte_1534x.jpg,"[61.50153716336395, 11.762244159803203, 15.057980167041585]","[52.03501353883091, 21.392960833292285, 23.863309023712088]",62.06263470583757,1,[52.10061729 32.04441422 26.21683155],13.872848660352856,43.591408685450176,40.28066600266553,"[61.50153716336395, 11.762244159803203, 15.057980167041585]","[52.03501353883091, 21.392960833292285, 23.863309023712088]",13.872848660352856,"[61.50153716336395, 11.762244159803203, 15.057980167041585]","[52.03501353883091, 21.392960833292285, 23.863309023712088]",13.872848660352856,"[48.0, 57.0, 32.0]","{'id': 'msg_01EH7dzv5vEAmU1YjoLiQhJ7', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[48.0, 57.0, 32.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 18}}",9.906248526302042,True,"{'id': 'msg_01GoHyWiPt3yr27DAM5tso3D', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[60, 40, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[60, 40, 30]",True,7.986314911821691,#dc715e,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#dc715e;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
267,157,157,157,lipstick,mented cosmetics semi-matte lipstick peach please,mented cosmetics,semi-matte lipstick,peach please,"https://images.ulta.com/is/image/Ulta/2578213?id=rORap1&fmt=jpg&fit=constrain,1&wid=216&hei=359&op_sharpen=1&resMode=bilin",subtle peach with coral undertones,169,True,ulta163.jpg,"[48.364203785011455, 4.551010136711553, 2.5752820907715135]","[99.21552307833636, -0.02730815643520179, 0.10749988007880962]",102.9000202383596,1,[53.12351032 26.50623382 14.65570481],16.56837138364407,99.16461307896978,0.4649421514199451,"[58.31127781722424, 7.680118615501607, 4.55848272800945]","[99.5980060295937, -0.022110025163613045, 0.06103986743875023]",13.587316613300269,"[43.45780207315523, 11.082951916656924, 6.656138395702527]","[99.5980060295937, -0.022110025163613045, 0.06103986743875023]",13.593229470331645,"[55, 53, 30]","{'id': 'msg_01CdRm7tcBQXmEtXkCS18H8v', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[55, 53, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 101, 'output_tokens': 12}}",10.20441095494784,True,"{'id': 'msg_01VDCaQh1KE7PSL4KaH6PxJj', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[58, 45, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 129, 'output_tokens': 12}}","[58, 45, 30]",True,9.667762036323904,#dd6759,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#dd6759;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
268,168,168,168,lipstick,revlon super lustrous lipstick 415 pink in the afternoon,revlon,super lustrous lipstick,415 pink in the afternoon,https://media.ulta.com/i/ulta/1741455_sm?w=1080&h=1080&fmt=auto,creamy pink-peach,180,True,ulta174.jpg,"[44.62779125102027, 30.38424986910343, 12.29398212258891]","[0.0006028748999860056, 0.0025159497761273464, 0.0008864935554298015]",93.11737090915932,1,[53.97843789 43.75383642 19.37066347],10.799995444915789,0.0038916375982023,99.99939716975256,"[58.60838264288262, 38.454940036924626, 15.702713304407112]","[0.0006028748999860056, 0.0025159497761273464, 0.0008864935554298015]",4.851037592388837,"[58.60838264288262, 38.45494003692457, 15.70271330440709]","[0.0006028748999860056, 0.0025159497761273464, 0.0008864935554298015]",4.851037592388846,"[46, 48, 28]","{'id': 'msg_01YRxZA2a5VZAUMtLNVMwfkf', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[46, 48, 28]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",9.001222424922666,True,"{'id': 'msg_017bWmqxZ4P3c8gjJGP2oQyn', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[57, 48, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[57, 48, 25]",True,3.9309566495816552,#dc6160,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#dc6160;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
269,169,169,169,lipstick,revlon super lustrous lipstick 423 pink velvet,revlon,super lustrous lipstick,423 pink velvet,"https://images.ulta.com/is/image/Ulta/2068413?id=qw4bn1&fmt=jpg&fit=constrain,1&wid=170&hei=360&op_sharpen=1&resMode=bilin",creamy brown-peach,181,True,ulta175.jpg,"[62.60797540553092, 3.47586111070719, 6.18430474593068]","[99.8117011200963, -0.01720544324002038, 0.05781089251777338]",78.60498621067049,1,[59.76579091 40.21633491 15.41767324],20.76184656533877,99.80875437089978,0.1250313015139303,"[62.60797540553092, 3.47586111070719, 6.18430474593068]","[99.8117011200963, -0.01720544324002038, 0.05781089251777338]",20.76184656533877,"[49.30746503458762, 5.064794489035574, 8.706855452861628]","[99.8117011200963, -0.01720544324002038, 0.05781089251777338]",21.87605633609952,"[40, 60, 45]","{'id': 'msg_01Hh7jRYMRmXDS5xHs8VbWRB', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[40, 60, 45]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",23.444999346739426,True,"{'id': 'msg_01CYk1P5VwMm8dtFRKRwNdtr', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[58, 54, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[58, 54, 30]",True,7.2117600192252596,#e95d5a,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e95d5a;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
270,178,178,178,lipstick,simihaze beauty velvet blur matte lipstick balm mist,simihaze beauty,velvet blur matte lipstick balm,mist,https://www.sephora.com/productimages/sku/s2633857-av-7-zoom.jpg?imwidth=1224,peach,191,True,s2633857-av-7-zoom.jpg,"[66.51270310088348, 15.457436055702711, 7.846127680136106]","[95.0842148339968, 0.021289532759261043, 0.022048847893452184]",43.83898414085161,1,[57.33672049 37.77503856 20.94992858],13.64109036816781,93.42520794109382,2.874994168537461,"[66.51270310088348, 15.457436055702711, 7.846127680136106]","[95.0842148339968, 0.021289532759261043, 0.022048847893452184]",13.64109036816781,"[55.97822020258272, 20.5314010781395, 10.768474670273086]","[95.09094673377201, 0.019771145525981915, 0.021164669328954666]",8.207963829218663,"[47.0, 47.0, 28.0]","{'id': 'msg_01MPH5FGDXuTFcB2oXDgcnwa', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[47.0, 47.0, 28.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 18}}",10.848740312782748,True,"{'id': 'msg_01AvewnqhgNp7aR9gP9mhJo5', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[58, 50, 32]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[58, 50, 32]",True,5.306606559028575,#e46156,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e46156;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
271,183,183,183,lipstick,sunnies face lip dip peachy kinda,sunnies face,lip dip,peachy kinda,https://sunniesface.com/cdn/shop/products/02PeachyKinda_24a39db8-14fb-450e-b88b-13dcb476f5ad.png?crop=center&format=pjpg&height=1000&v=1692268791&width=752,soft peach,196,True,02PeachyKinda_24a39db8-14fb-450e-b88b-13dcb476f5ad.png,"[69.24394654697531, 32.05178687649168, 19.31302285370442]","[94.45930668633771, 0.22854726819737659, 2.816741230174924]",47.38997932627936,1,[57.08593256 50.20739517 32.93819433],12.510019636635828,92.4749450871916,4.203682258357235,"[64.67229135279477, 36.110417074344205, 21.509270192702967]","[94.46940611201991, 0.21761435179995514, 2.811813926442208]",8.670567744738259,"[58.41176422899338, 49.705697367878386, 32.29155551853925]","[94.45930668633771, 0.22854726819737659, 2.816741230174924]",1.232893390223721,"[64, 54, 39]","{'id': 'msg_01Xos8899p2L3bwWAXc3kiTq', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[64, 54, 39]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 107, 'output_tokens': 12}}",6.484996454313562,True,"{'id': 'msg_015wDjqUdgCtNKC6ramuEhFg', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[58, 55, 35]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 135, 'output_tokens': 12}}","[58, 55, 35]",True,1.6621501690778704,#eb5b51,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#eb5b51;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
272,186,186,186,lipstick,valentino rosso valentino high pigment refillable lipstick 106a soft sienna,valentino,rosso valentino high pigment refillable lipstick,106a soft sienna,https://www.sephora.com/productimages/sku/s2541761-av-25-zoom.jpg?imwidth=1224,nude peach,199,True,s2541761-av-25-zoom.jpg,"[64.45179316065574, 21.487660571687993, 11.884918713378623]","[95.54365426246417, 0.0844832294833453, -0.009232737101760868]",59.57838543402659,1,[56.21610515 40.81021539 25.2442908 ],11.540843451249009,94.14059654366064,2.6038750630189127,"[64.46950180718243, 21.466548082274716, 11.869299491314166]","[95.54526910344235, 0.08260116629443814, -0.009901907164167056]",11.559552738044632,"[54.22810823128134, 30.15489533204202, 17.66711363531477]","[95.54365426246417, 0.0844832294833453, -0.009232737101760868]",4.970069331086463,"[40, 50, 30]","{'id': 'msg_01BtHvPzNCAu441TJEhVKkHi', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[40, 50, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",16.331083606870976,True,"{'id': 'msg_01Mzp5iHxkCZ28s1aDrdhpBZ', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[61, 44, 31]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 141, 'output_tokens': 12}}","[61, 44, 31]",True,5.023081972161146,#e5705e,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e5705e;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
273,191,191,191,lipstick,zoeva velvet love matte hyaluronic long-lasting lipstick parda,zoeva,velvet love matte hyaluronic long-lasting lipstick,parda,https://zoevacosmetics.com/cdn/shop/products/zoeva-velvet-love-matte-hyaluronic-long-lasting-lipstick-parda.jpg?v=1680696644&width=576,nude-peach,204,True,zoeva-velvet-love-matte-hyaluronic-long-lasting-lipstick-parda.jpg,"[74.46953674654604, 11.528425290710354, 10.33867511047626]","[97.60140808400217, 0.1668871312967002, 2.7630524397087797]",49.88353906870687,1,[56.18597033 27.05902359 22.71289652],17.82006428159408,97.18382410666634,2.956994438706801,"[74.46953674654604, 11.528425290710354, 10.33867511047626]","[97.60140808400217, 0.1668871312967002, 2.7630524397087797]",17.82006428159408,"[54.46753198592023, 20.444039792862633, 16.349808886859684]","[97.19452469160979, 0.24844185939343344, 2.7865125172034766]",4.232142472485137,"[73.0, 27.0, 21.0]","{'id': 'msg_016xzV5qsDBwvUozuvL4QAsP', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[73.0, 27.0, 21.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 107, 'output_tokens': 18}}",13.942748970254252,True,"{'id': 'msg_018qeLXjCGB6C3o8e83qgKuM', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[55.0, 30.0, 25.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 135, 'output_tokens': 18}}","[55.0, 30.0, 25.0]",True,1.7893988712140578,#be6d5a,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#be6d5a;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
274,192,192,192,lipgloss,anastasia beverly hills lip gloss dainty,anastasia beverly hills,lip gloss,dainty,https://m.media-amazon.com/images/I/41LRscZYcaL._SX466_.jpg,soft peach,205,True,41LRscZYcaL.jpg,"[85.66301885904039, 16.14970980516811, 12.109011390583579]","[99.9393612558575, 0.028684565670067386, 0.04723249561040532]",22.64433767771387,1,[72.13106697 37.63910306 28.69986286],14.40487043048226,99.93907348517226,0.0726354657331564,"[85.66301885904039, 16.14970980516811, 12.109011390583579]","[99.9393612558575, 0.028684565670067386, 0.04723249561040532]",14.40487043048226,"[77.9182694479692, 24.369239407198485, 19.224798417350584]","[99.97362412568374, 0.00505638848552481, 0.024590440721894424]",7.280619781506668,"[74, 35, 39]","{'id': 'msg_0122t1fHxQbnrbaXnD2pq72B', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[74, 35, 39]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",6.506701835470661,True,"{'id': 'msg_01CVjR6TG7t6GJpKBqntA24B', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[57, 34, 23]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 133, 'output_tokens': 12}}","[57, 34, 23]",True,12.80155920640129,#c96f62,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#c96f62;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
275,197,197,197,lipgloss,au naturale high lustre lip gloss fortune,au naturale,high lustre lip gloss,fortune,"https://images.ulta.com/is/image/Ulta/2564192?id=FmCa73&fmt=jpg&fit=constrain,1&wid=131&hei=361&op_sharpen=1&resMode=bilin",sheer peachy gloss with pink + gold shimmer,210,True,ulta204.jpg,"[58.018090352539645, 6.133706898055202, 5.455773936221098]","[98.76751923024867, -0.10207881924306772, 0.4238445308732297]",89.1819964921227,1,[34.15425236 26.01043609 17.89954705],26.82326734529116,98.6440598180725,0.8378904458176601,"[58.018090352539645, 6.133706898055202, 5.455773936221098]","[98.76751923024867, -0.10207881924306772, 0.4238445308732297]",26.82326734529116,"[43.33513869506565, 8.936175497440024, 7.716366856810819]","[98.76751923024867, -0.10207881924306772, 0.4238445308732297]",13.643506547145169,"[35, 35, 20]","{'id': 'msg_01NcQb77dQ7KVgs9PmLsaXy9', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[35, 35, 20]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 89, 'output_tokens': 12}}",4.031047287357353,True,"{'id': 'msg_01TBxmJo6sK639YZRCphKy7Q', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[55, 35, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 109, 'output_tokens': 12}}","[55, 35, 25]",True,20.082061432034312,#c5695a,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#c5695a;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
276,202,202,202,lipgloss,buxom full-on plumping lip polish ashley,buxom,full-on plumping lip polish,ashley,"https://images.ulta.com/is/image/Ulta/2299204?id=smnaH3&fmt=jpg&fit=constrain,1&wid=143&hei=360&op_sharpen=1&resMode=bilin",sandy peach shimmer,218,True,ulta209.jpg,"[73.54170555784997, 3.767819003436701, 4.64809659309342]","[99.19188624348321, -0.02435761209595988, 0.009370710097678092]",54.994808661149904,1,[71.3297832  17.11856409 24.51527761],14.140049458496067,99.1378260385015,0.4657116718866678,"[73.54170555784997, 3.767819003436701, 4.64809659309342]","[99.19188624348321, -0.02435761209595988, 0.009370710097678092]",14.140049458496067,"[64.62333932307912, 5.2639823080415376, 6.412302390469127]","[99.19188624348321, -0.02435761209595988, 0.009370710097678092]",13.32842751615557,"[186, 119, 103]","{'id': 'msg_01SVMpdNX119qZ15onVX4fKy', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[186, 119, 103]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 95, 'output_tokens': 12}}",58.70928268158439,True,"{'id': 'msg_012EwsonsYWCN7QwCNkiK8Kg', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[62, 30, 26]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 115, 'output_tokens': 12}}","[62, 30, 26]",True,10.595874144415353,#d37f69,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#d37f69;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
277,211,211,211,lipgloss,code8 beauty glazé lip gloss spyglass,code8 beauty,glazé lip gloss,spyglass,https://us.codeeight.com/media/catalog/product/cache/f666d5107f61c7b9bc4f4e2201916980/2/0/200113-code-8-417-gloss-cap-off-copy.jpg,sheer wash of peach,227,True,200113-code-8-417-gloss-cap-off-copy.jpg,"[70.27024281767225, 13.65946554283537, 9.755493769087442]","[94.31546042791722, -0.05055783389223967, 1.116808879525344]",32.664459635164384,1,[56.27349814 41.0181757  29.36536556],17.911369458616424,92.21330625372084,3.5097558179744346,"[70.27024281767225, 13.65946554283537, 9.755493769087442]","[94.31546042791722, -0.05055783389223967, 1.116808879525344]",17.911369458616424,"[62.168040859724115, 19.07736066969057, 13.376507651888181]","[94.31546042791722, -0.05055783389223967, 1.116808879525344]",11.51190119855556,"[45, 55, 30]","{'id': 'msg_019YJKfvAKJq8edpwV6Maswk', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[45, 55, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 12}}",12.47275963483558,True,"{'id': 'msg_0174YAs4PhfMYTTmasRsmuyA', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[56, 40, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 133, 'output_tokens': 12}}","[56, 40, 30]",True,0.7709085896842316,#d06754,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#d06754;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
278,214,214,214,lipgloss,dose of colors lip gloss playful,dose of colors,lip gloss,playful,https://doseofcolors.com/cdn/shop/products/PLAYFUL-SW_1024x1024@2x.jpg?v=1659382936,rosy nude peach,230,True,PLAYFUL-SW_1024x1024@2x.jpg,"[77.12505228511435, 12.916258858213014, 10.263406908441786]","[96.92161366717994, 0.9333006425857882, -0.1429919329670959]",36.74597500042192,1,[57.89250389 29.32538137 25.07095171],18.354892828905985,96.20847614700428,2.247134913119773,"[68.53701779921306, 17.3541311607755, 13.871867763644218]","[96.93015016536219, 0.9279513067326217, -0.14770267354784483]",11.384393808708468,"[57.451619664317334, 28.214293183776274, 23.9080366740136]","[96.92161366717994, 0.9333006425857882, -0.1429919329670959]",0.7258951814227924,"[37.0, 30.0, 25.0]","{'id': 'msg_01TQBpQ4hjcRBmX9dUQQ96Wt', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[37.0, 30.0, 25.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 18}}",20.506709080871456,True,"{'id': 'msg_014tSbmmabCyWNeLcpQVxoin', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[56, 50, 42]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 133, 'output_tokens': 12}}","[56, 50, 42]",True,8.199730238714197,#e05b3f,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#e05b3f;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
279,228,228,228,lipgloss,merit shade slick tinted lip oil marrakech,merit,shade slick tinted lip oil,marrakech,https://www.sephora.com/productimages/sku/s2426732-main-zoom.jpg?imwidth=1000,bright peach,246,True,s2426732-main-zoom.jpg,"[63.977533066361744, 11.29417898833751, 11.343404070857833]","[99.73406890610612, 0.010097761921068482, 0.0033584640506845176]",72.10399171517486,1,[48.02909566 39.12753199 28.30681945],20.287250341240256,99.72815884697243,0.1531818271211645,"[63.38678000622053, 11.63394839266818, 11.913520607243644]","[99.29238086257283, 0.03580338723435661, -0.014407235485625058]",19.7470958288804,"[51.52266821181429, 16.379297315112005, 16.31092575833182]","[99.73406890610612, 0.010097761921068482, 0.0033584640506845176]",11.025649065817172,"[36.0, 36.0, 28.0]","{'id': 'msg_01XDk638foYr5y8G6AXdXWTY', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[36.0, 36.0, 28.0]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 113, 'output_tokens': 18}}",10.97789330164343,True,"{'id': 'msg_01M7GnLA5dyNGxdSB5vcXtag', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[60, 30, 30]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 133, 'output_tokens': 12}}","[60, 30, 30]",True,12.641580963618413,#cf7a5d,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#cf7a5d;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
280,236,236,236,lipgloss,pat mcgrath labs lust: gloss aphrodisiac,pat mcgrath labs,lust: gloss,aphrodisiac,https://n.nordstrommedia.com/id/sr3/22e8f1ed-b8eb-4ed0-b818-09ecebf14fa7.jpeg?crop=pad&w=1950&h=2990&dpr=2,mid-tone peach,255,True,22e8f1ed-b8eb-4ed0-b818-09ecebf14fa7.jpe,"[79.22326634021888, 18.037351294298954, 6.790834286332559]","[99.93667649309114, 0.047500889569451754, 0.025586351206174918]",42.85683288058258,1,[60.11209161 37.16032922 14.44966968],17.37654657696196,99.93636905590849,0.0838240634159167,"[80.44230966331527, 16.499352686821457, 5.834110791376901]","[99.73007395553634, 0.20854767466177426, 0.08680497866846437]",18.61215805004629,"[70.32375228484105, 27.7287459432381, 11.666753076642621]","[99.9573120990484, 0.030913389206355113, 0.0194844245051895]",9.235528863415146,"[58.0, 48.9, 19.6]","{'id': 'msg_01X9TbjxL2L95E4DabPwiFBc', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[58.0, 48.9, 19.6]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 101, 'output_tokens': 18}}",4.574984850824947,True,"{'id': 'msg_01K2rPgys4uiSTbJDXR1XL1W', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[62, 41, 14]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 121, 'output_tokens': 12}}","[62, 41, 14]",True,2.3057401514447307,#de777f,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#de777f;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
281,242,242,242,lipgloss,stila beauty boss lip gloss watercooler,stila,beauty boss lip gloss,watercooler,"https://images.ulta.com/is/image/Ulta/2563341?id=XtEa42&fmt=jpg&fit=constrain,1&wid=154&hei=361&op_sharpen=1&resMode=bilin",light peach,261,True,ulta251.jpg,"[69.50385835599904, 4.574248583672502, 9.152633684769507]","[99.03876510496148, -0.02294700952959472, 0.16376340555168678]",49.555774094406026,1,[77.78192835 19.21031155 28.3374194 ],14.21187054181713,98.96267086117956,0.5771081957637347,"[69.50385835599904, 4.574248583672502, 9.152633684769507]","[99.03876510496148, -0.02294700952959472, 0.16376340555168678]",14.21187054181713,"[59.18705860934823, 6.609797595661659, 12.670074123348352]","[99.03876510496148, -0.02294700952959472, 0.16376340555168678]",17.83581327256336,"[210, 125, 125]","{'id': 'msg_01KCLpZ7F1jg1PLg127ba2pX', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[210, 125, 125]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 95, 'output_tokens': 12}}",60.70959346176127,True,"{'id': 'msg_011XKvGQokBVea1vGBo8ieD2', 'type': 'message', 'role': 'assistant', 'model': 'claude-3-opus-20240229', 'content': [{'type': 'text', 'text': '[56, 40, 25]'}], 'stop_reason': 'end_turn', 'stop_sequence': None, 'usage': {'input_tokens': 115, 'output_tokens': 12}}","[56, 40, 25]",True,21.57243842600692,#cf675d,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#cf675d;""></div>",6,#da7670,"<div style=""width:20px; height:20px; border-radius:50%; background-color:#da7670;""></div>"
